GroundTruth,Parsed Value,Prompt,Response,Error
34,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 160757: Label ?| ```
                                ""","""Label of Node = -1""",
2,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 22634: Label ?| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(65187, 1450), (65187, 33238), (65187, 123813), (65187, 33285), (33285, 1450), (33285, 33238), (33285, 117774), (33285, 95347), (33285, 70473), (33285, 136447), (33285, 82885), (33285, 123813), (82885, 70473), (123813, 1450), (123813, 33238), (70473, 95347)]
Node to Label Mapping : 
Node 65187: Label 28| Node 33285: Label 28| Node 82885: Label 28| Node 123813: Label 28| Node 70473: Label 28| Node 1450: Label 28| Node 117774: Label 28| Node 95347: Label 28| Node 33238: Label ?| Node 136447: Label 28| ```
                                ""","""Label of Node = 28""",
24,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(44422, 139274), (93190, 139274), (93190, 155813), (93190, 78736), (50826, 165440), (50826, 69228), (50826, 88936), (50826, 73238), (50826, 79805), (50826, 60127), (50826, 35086), (50826, 15665), (139274, 60127), (139274, 153941), (139274, 149294), (139274, 155813), (139274, 53646), (139274, 78736), (139274, 125101), (139274, 29998), (139274, 67481), (35086, 88936), (35086, 83963), (35086, 15665), (53646, 153941), (78736, 153941), (78736, 149294), (78736, 155813), (78736, 67481), (155813, 149294), (125101, 153941), (125101, 149294), (15665, 60127), (15665, 162167), (165440, 83963), (60127, 88936), (88936, 103529), (88936, 83963), (162167, 83963)]
Node to Label Mapping : 
Node 44422: Label 24| Node 93190: Label ?| Node 50826: Label 28| Node 139274: Label 24| Node 35086: Label 28| Node 53646: Label 34| Node 78736: Label 24| Node 73238: Label 28| Node 67481: Label 24| Node 155813: Label 34| Node 125101: Label 24| Node 29998: Label 24| Node 149294: Label 34| Node 15665: Label 28| Node 79805: Label 28| Node 165440: Label 28| Node 153941: Label 24| Node 60127: Label 24| Node 88936: Label 28| Node 103529: Label 1| Node 69228: Label 28| Node 162167: Label 28| Node 83963: Label 24| ```
                                ""","""Label of Node = 24""",
26,26,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(116484, 133787), (51334, 133787), (11786, 133787), (31498, 133787), (81675, 133787), (82326, 133787), (94105, 133787), (94105, 90191), (94105, 85920), (133787, 94047), (133787, 79593), (133787, 15970), (133787, 58535), (133787, 119167), (133787, 90191), (133787, 124465), (133787, 46676), (133787, 30568), (133787, 206), (133787, 114006), (133787, 114020), (133787, 90332), (133787, 14952), (133787, 131439), (133787, 44327), (133787, 56309), (133787, 97181), (133787, 25774), (133787, 26190), (133787, 63538), (133787, 85920), (133787, 59688), (26190, 46676)]
Node to Label Mapping : 
Node 116484: Label 26| Node 51334: Label 26| Node 11786: Label 26| Node 31498: Label 26| Node 81675: Label 26| Node 82326: Label 26| Node 94105: Label 26| Node 133787: Label 26| Node 97181: Label 26| Node 85920: Label 26| Node 44327: Label 24| Node 58535: Label 24| Node 59688: Label 26| Node 25774: Label 26| Node 124465: Label 26| Node 63538: Label 26| Node 206: Label 26| Node 26190: Label 26| Node 90191: Label 26| Node 46676: Label 26| Node 114006: Label 26| Node 90332: Label ?| Node 94047: Label 26| Node 15970: Label 26| Node 114020: Label 38| Node 14952: Label 5| Node 30568: Label 31| Node 79593: Label 39| Node 131439: Label 26| Node 56309: Label 26| Node 119167: Label 26| ```
                                ""","""Label of Node = 26""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(105441, 8046), (8046, 108478)]
Node to Label Mapping : 
Node 105441: Label ?| Node 8046: Label 28| Node 108478: Label 28| ```
                                ""","""Label of Node = 28""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(100709, 48040), (66022, 48040), (66022, 58130), (136423, 58130), (48040, 55858), (48040, 60625), (48040, 125360), (63335, 58130), (125360, 93618), (125360, 58130), (60625, 58130), (58130, 152593), (58130, 93618), (58130, 162517)]
Node to Label Mapping : 
Node 100709: Label ?| Node 66022: Label 28| Node 136423: Label 28| Node 48040: Label 28| Node 63335: Label 28| Node 125360: Label 28| Node 60625: Label 28| Node 58130: Label 28| Node 55858: Label 28| Node 152593: Label 28| Node 93618: Label 28| Node 162517: Label 28| ```
                                ""","""Label of Node = 28""",
27,27,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(119203, 113916), (119203, 94503), (110317, 94503)]
Node to Label Mapping : 
Node 119203: Label 27| Node 113916: Label 27| Node 110317: Label 18| Node 94503: Label ?| ```
                                ""","""Label of Node = 27""",
24,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 149625: Label ?| ```
                                ""","""Label of Node = -1""",
32,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(131059, 137084), (131059, 155779), (137084, 155779), (155779, 77079)]
Node to Label Mapping : 
Node 131059: Label 5| Node 137084: Label 32| Node 155779: Label ?| Node 77079: Label 5| ```
                                ""","""Label of Node = -1""",
