GroundTruth,Parsed Value,Prompt,Response,Error
26,26,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(65154, 152372), (23555, 152372), (41477, 152372), (33914, 152372), (101772, 103282), (101772, 152372), (90004, 103282), (90004, 152372), (152212, 152372), (152212, 97462), (152212, 85838), (26134, 45248), (26134, 152372), (13463, 152372), (125981, 152372), (125981, 139765), (75806, 103282), (75806, 152372), (123807, 133748), (123807, 152372), (104737, 152372), (17316, 103282), (17316, 152372), (150696, 152372), (54825, 152372), (38443, 152372), (38443, 3669), (31788, 152372), (33324, 133748), (33324, 152372), (90157, 133748), (90157, 152372), (3377, 152372), (152372, 57082), (152372, 21216), (152372, 133748), (152372, 129734), (152372, 45248), (152372, 103282), (152372, 73155), (152372, 61309), (152372, 133960), (152372, 79837), (152372, 26832), (152372, 12100), (152372, 52182), (152372, 30832), (152372, 134117), (152372, 28236), (152372, 146157), (152372, 16740), (152372, 97462), (152372, 139765), (152372, 12645), (152372, 96183), (152372, 14024), (152372, 2293), (152372, 109519), (152372, 3669), (152372, 85838), (152372, 14458), (97462, 103282), (96183, 103282), (45248, 133748), (73155, 133748), (73155, 103282), (14024, 103282), (12645, 133748), (103282, 61309), (133748, 61309)]
Node to Label Mapping : 
Node 65154: Label 26| Node 23555: Label 26| Node 41477: Label 26| Node 33914: Label 26| Node 101772: Label 26| Node 90004: Label 26| Node 152212: Label 26| Node 26134: Label 26| Node 13463: Label 26| Node 125981: Label 26| Node 75806: Label 26| Node 123807: Label 26| Node 104737: Label 26| Node 17316: Label 26| Node 150696: Label 24| Node 54825: Label 26| Node 38443: Label 26| Node 31788: Label 26| Node 33324: Label 26| Node 90157: Label 26| Node 3377: Label 26| Node 152372: Label 26| Node 97462: Label 26| Node 96183: Label 16| Node 45248: Label 26| Node 73155: Label 26| Node 12100: Label 26| Node 129734: Label 26| Node 14024: Label 26| Node 133960: Label 26| Node 28236: Label 26| Node 85838: Label 26| Node 109519: Label 26| Node 26832: Label 26| Node 3669: Label 26| Node 52182: Label 26| Node 57082: Label 26| Node 79837: Label 26| Node 21216: Label 26| Node 16740: Label 26| Node 12645: Label ?| Node 134117: Label 26| Node 146157: Label 26| Node 30832: Label 4| Node 103282: Label 26| Node 133748: Label 26| Node 2293: Label 26| Node 139765: Label 26| Node 14458: Label 26| Node 61309: Label 26| ```
                                ""","""Label of Node = 26""",
15,18,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(5633, 16303), (5633, 118819), (118819, 16303), (118819, 77404), (118819, 110584), (118819, 129976), (118819, 157853), (110584, 157144), (139459, 157144), (79462, 157144), (66990, 157144), (148911, 157144), (18483, 157144), (8372, 157144), (52371, 157144), (129976, 38361), (120183, 157144), (157144, 77404), (157144, 38361)]
Node to Label Mapping : 
Node 5633: Label 18| Node 118819: Label 18| Node 110584: Label 15| Node 139459: Label 18| Node 79462: Label 5| Node 66990: Label 24| Node 148911: Label 18| Node 16303: Label 18| Node 18483: Label 18| Node 8372: Label ?| Node 52371: Label 24| Node 129976: Label 15| Node 120183: Label 24| Node 157144: Label 18| Node 38361: Label 15| Node 77404: Label 4| Node 157853: Label 18| ```
                                ""","""Label of Node = 18""",
5,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(70657, 9807), (116485, 117415), (25222, 9807), (29832, 166799), (48265, 167599), (48265, 117415), (48265, 10136), (48265, 46260), (48265, 14292), (48265, 32940), (92430, 107640), (92430, 117415), (166799, 21830), (166799, 67040), (166799, 53866), (166799, 107959), (166799, 12566), (166799, 56655), (166799, 85735), (166799, 92431), (166799, 132155), (166799, 32940), (166799, 39731), (166799, 145615), (92431, 9807), (92431, 42065), (92431, 117415), (23055, 146098), (23055, 117415), (84627, 107640), (84627, 167599), (84627, 117415), (10136, 4646), (10136, 146098), (10136, 107640), (10136, 117415), (72857, 117415), (60187, 117415), (4646, 167599), (4646, 117415), (117415, 18781), (117415, 100916), (117415, 107640), (117415, 69584), (117415, 111731), (117415, 21830), (117415, 67040), (117415, 53866), (117415, 69801), (117415, 167599), (117415, 85735), (117415, 46260), (117415, 7511), (117415, 14292), (117415, 32940), (117415, 59644), (117415, 80712), (117415, 97897), (69801, 100916), (69801, 146098), (69801, 107640), (69801, 167599), (69801, 32940), (32940, 100916), (32940, 53866), (167599, 46715), (167599, 100916), (167599, 67040), (146098, 21830), (146098, 9807), (46260, 46715), (100916, 139092), (100916, 67040), (100916, 53866), (100916, 14292), (131639, 87924), (131639, 9807), (80712, 107640), (20297, 9807), (9807, 46715), (9807, 87924), (42065, 139092), (14292, 46715), (18781, 46715), (67040, 85735), (53866, 107640)]
Node to Label Mapping : 
Node 70657: Label 4| Node 116485: Label 5| Node 25222: Label 4| Node 29832: Label 5| Node 48265: Label 4| Node 92430: Label 5| Node 166799: Label 4| Node 92431: Label 4| Node 23055: Label 5| Node 84627: Label 4| Node 12566: Label 3| Node 10136: Label 36| Node 72857: Label 28| Node 60187: Label 4| Node 4646: Label 36| Node 117415: Label 4| Node 69801: Label 4| Node 32940: Label 4| Node 167599: Label 4| Node 146098: Label 37| Node 39731: Label 4| Node 46260: Label 3| Node 100916: Label 4| Node 131639: Label 4| Node 107959: Label 38| Node 132155: Label 4| Node 21830: Label 3| Node 80712: Label 5| Node 20297: Label 5| Node 9807: Label 5| Node 56655: Label 10| Node 42065: Label 4| Node 145615: Label 5| Node 69584: Label 5| Node 139092: Label 4| Node 14292: Label 4| Node 7511: Label ?| Node 18781: Label 4| Node 67040: Label 36| Node 85735: Label 4| Node 97897: Label 4| Node 53866: Label 4| Node 111731: Label 19| Node 87924: Label 5| Node 107640: Label 4| Node 46715: Label 4| Node 59644: Label 4| ```
                                ""","""Label of Node = -1""",
34,34,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(112384, 166740), (112384, 155256), (112384, 120865), (112384, 130274), (112384, 156952), (112384, 135804), (112384, 153056), (112384, 145218), (112384, 138685), (73092, 103956), (73092, 74031), (73092, 19309), (26634, 149222), (26634, 13417), (91021, 125211), (22545, 61177), (22545, 125211), (48145, 149222), (103956, 19309), (103956, 63344), (124692, 149222), (124692, 106831), (156952, 19309), (125211, 87361), (125211, 112495), (125211, 92740), (125211, 61177), (125211, 39982), (125211, 50720), (125211, 46779), (125211, 124629), (125211, 65318), (125211, 100964), (125211, 120865), (125211, 12328), (125211, 40377), (125211, 35046), (125211, 21821), (125211, 29794), (125211, 32550), (125211, 15343), (125211, 29909), (125211, 11251), (125211, 19505), (125211, 42069), (125211, 79161), (125211, 55529), (125211, 12827), (125211, 42201), (125211, 8780), (125211, 47694), (125211, 104437), (120865, 149222), (120865, 169049), (120865, 19309), (65318, 47694), (57638, 149222), (57638, 63344), (71078, 169049), (74031, 19309), (130737, 106831), (130737, 149222), (100278, 19309), (70584, 149222), (40377, 100964), (46779, 61177), (6203, 149222), (138685, 19309), (138685, 153056), (145218, 34645), (145218, 19309), (105287, 169049), (106831, 149222), (106831, 169049), (13651, 169049), (166740, 34645), (166740, 19309), (166740, 75234), (34645, 75234), (34645, 19309), (42069, 169049), (169049, 111467), (169049, 55529), (130274, 19309), (75234, 19309), (149222, 13417), (149222, 63344), (149222, 132071), (19309, 155256), (19309, 102767), (15343, 61177)]
Node to Label Mapping : 
Node 112384: Label 34| Node 73092: Label 34| Node 26634: Label 34| Node 91021: Label 34| Node 22545: Label 34| Node 48145: Label 34| Node 103956: Label 34| Node 124692: Label 34| Node 156952: Label 34| Node 125211: Label 9| Node 12827: Label 34| Node 50720: Label 9| Node 120865: Label 34| Node 32550: Label 9| Node 65318: Label 34| Node 12328: Label 34| Node 57638: Label 9| Node 71078: Label 34| Node 39982: Label 34| Node 74031: Label 34| Node 19505: Label 34| Node 130737: Label 39| Node 100278: Label 34| Node 70584: Label 9| Node 40377: Label 34| Node 79161: Label 34| Node 46779: Label 39| Node 6203: Label 34| Node 138685: Label 34| Node 21821: Label 34| Node 87361: Label 34| Node 145218: Label 34| Node 92740: Label 9| Node 105287: Label 34| Node 8780: Label 34| Node 47694: Label 34| Node 106831: Label 9| Node 13651: Label 34| Node 166740: Label ?| Node 34645: Label 34| Node 29909: Label 9| Node 42069: Label 9| Node 124629: Label 28| Node 169049: Label 34| Node 42201: Label 34| Node 153056: Label 34| Node 130274: Label 34| Node 75234: Label 34| Node 29794: Label 34| Node 100964: Label 34| Node 149222: Label 34| Node 35046: Label 37| Node 132071: Label 34| Node 55529: Label 26| Node 13417: Label 34| Node 111467: Label 4| Node 19309: Label 34| Node 102767: Label 34| Node 15343: Label 34| Node 112495: Label 9| Node 63344: Label 34| Node 11251: Label 9| Node 104437: Label 9| Node 155256: Label 34| Node 61177: Label 34| Node 135804: Label 34| ```
                                ""","""Label of Node = 34""",
11,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 80703: Label ?| ```
                                ""","""Label of Node = -1""",
9,9,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(11394, 9543), (11394, 124496), (11394, 30672), (11394, 135305), (11394, 165041), (67075, 155041), (67075, 95670), (67075, 82881), (67075, 165041), (135305, 149946), (135305, 165041), (135305, 9543), (125326, 165041), (103184, 155041), (126360, 131405), (126360, 165041), (155041, 103152), (155041, 108515), (155041, 107207), (155041, 117857), (155041, 124496), (155041, 63984), (155041, 9543), (155041, 32310), (155041, 45995), (155041, 42038), (155041, 126884), (19873, 131302), (19873, 82881), (93095, 165041), (106798, 82881), (165041, 108542), (165041, 21324), (165041, 74572), (165041, 34662), (165041, 30672), (165041, 149946), (165041, 131405), (165041, 132852), (165041, 107990), (165041, 87096), (165041, 36846), (165041, 104442), (95670, 9543), (87096, 74572), (72763, 82881), (82881, 57412), (82881, 37472), (82881, 83566), (82881, 131302), (82881, 2551), (9543, 74572), (74572, 30672), (124496, 108542)]
Node to Label Mapping : 
Node 11394: Label 9| Node 67075: Label 9| Node 135305: Label 9| Node 125326: Label 9| Node 103184: Label 9| Node 126360: Label 9| Node 155041: Label 9| Node 19873: Label 9| Node 126884: Label 9| Node 93095: Label 9| Node 45995: Label 24| Node 106798: Label 9| Node 165041: Label 9| Node 95670: Label 9| Node 32310: Label 9| Node 42038: Label 9| Node 87096: Label 9| Node 149946: Label 9| Node 72763: Label 9| Node 82881: Label 9| Node 57412: Label 9| Node 9543: Label 9| Node 107207: Label 39| Node 21324: Label 9| Node 74572: Label ?| Node 131405: Label 9| Node 124496: Label 9| Node 30672: Label 9| Node 107990: Label 9| Node 37472: Label 9| Node 117857: Label 34| Node 108515: Label 9| Node 131302: Label 36| Node 34662: Label 9| Node 83566: Label 9| Node 36846: Label 9| Node 63984: Label 9| Node 103152: Label 16| Node 132852: Label 9| Node 2551: Label 9| Node 104442: Label 9| Node 108542: Label 9| ```
                                ""","""Label of Node = 9""",
39,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(18888, 19934), (18888, 33237), (33237, 19934)]
Node to Label Mapping : 
Node 18888: Label ?| Node 33237: Label 39| Node 19934: Label 34| ```
                                ""","""Label of Node = -1""",
23,5,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(112742, 167735), (112742, 97002), (81289, 152526), (97002, 98005), (97002, 120606), (97002, 104764), (97002, 100813), (97002, 167735), (97002, 52218), (100813, 120606), (100813, 104764), (152526, 52218), (152526, 40989)]
Node to Label Mapping : 
Node 112742: Label 5| Node 81289: Label 5| Node 97002: Label ?| Node 100813: Label 5| Node 152526: Label 23| Node 98005: Label 5| Node 167735: Label 5| Node 52218: Label 23| Node 104764: Label 7| Node 40989: Label 5| Node 120606: Label 5| ```
                                ""","""Label of Node = 5""",
13,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 18631: Label ?| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(145888, 25586), (112646, 25586), (25586, 111956), (25586, 147929), (25586, 83061)]
Node to Label Mapping : 
Node 145888: Label 28| Node 112646: Label 28| Node 25586: Label 28| Node 111956: Label 28| Node 83061: Label 8| Node 147929: Label ?| ```
                                ""","""Label of Node = 28""",
