GroundTruth,Parsed Value,Prompt,Response,Error
10,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(112115, 91159)]
Node to Label Mapping : 
Node 112115: Label 10| Node 91159: Label ?| ```
                                ""","""Label of Node = -1""",
28,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(5354, 6598)]
Node to Label Mapping : 
Node 5354: Label ?| Node 6598: Label 28| ```
                                ""","""Label of Node = -1""",
24,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(135297, 111074), (111074, 168536), (111074, 147655), (111074, 151757), (111074, 143873), (111074, 141234)]
Node to Label Mapping : 
Node 135297: Label 16| Node 111074: Label 16| Node 143873: Label 16| Node 147655: Label 16| Node 151757: Label ?| Node 141234: Label 16| Node 168536: Label 16| ```
                                ""","""Label of Node = 16""",
24,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 153336: Label ?| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(90649, 96796), (90649, 19294)]
Node to Label Mapping : 
Node 90649: Label ?| Node 96796: Label 28| Node 19294: Label 28| ```
                                ""","""Label of Node = 28""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(27940, 62406), (27940, 53241), (27940, 43962), (27940, 75259), (27940, 129317), (129317, 43962), (53241, 43962)]
Node to Label Mapping : 
Node 27940: Label 28| Node 129317: Label 28| Node 62406: Label 28| Node 53241: Label 28| Node 43962: Label ?| Node 75259: Label 28| ```
                                ""","""Label of Node = 28""",
30,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(115106, 163535)]
Node to Label Mapping : 
Node 115106: Label ?| Node 163535: Label 30| ```
                                ""","""Label of Node = -1""",
25,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(88168, 2998), (141153, 2998), (154342, 2998)]
Node to Label Mapping : 
Node 88168: Label 24| Node 141153: Label 30| Node 154342: Label 30| Node 2998: Label ?| ```
                                ""","""Label of Node = -1""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(145994, 127583), (143404, 127583)]
Node to Label Mapping : 
Node 145994: Label ?| Node 143404: Label 16| Node 127583: Label 16| ```
                                ""","""Label of Node = 16""",
28,10,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(90243, 74405), (74405, 16031), (74405, 69396), (74405, 15535)]
Node to Label Mapping : 
Node 90243: Label 10| Node 74405: Label 10| Node 15535: Label 10| Node 69396: Label 24| Node 16031: Label ?| ```
                                ""","""Label of Node = 10""",
