GroundTruth,Parsed Value,Prompt,Response,Error
24,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 157976 is connected to Node 113031. Node 157976 is connected to Node 67091. Node 70820 is connected to Node 67091. Node 162885 is connected to Node 157880. Node 162885 is connected to Node 119519. Node 162885 is connected to Node 67091. Node 113031 is connected to Node 135948. Node 113031 is connected to Node 67091. Node 163274 is connected to Node 119519. Node 163274 is connected to Node 114358. Node 163274 is connected to Node 67091. Node 135948 is connected to Node 67091. Node 73485 is connected to Node 67091. Node 67091 is connected to Node 119322. Node 67091 is connected to Node 157880. Node 67091 is connected to Node 119519. Node 67091 is connected to Node 108981. Node 67091 is connected to Node 114358. Node 67091 is connected to Node 114677. Node 114358 is connected to Node 157880. 
Node to Label Mapping : 
Node 157976: Label 30| Node 70820: Label 16| Node 162885: Label 24| Node 113031: Label 13| Node 163274: Label 24| Node 135948: Label 16| Node 73485: Label 16| Node 67091: Label 24| Node 108981: Label 24| Node 114358: Label ?| Node 114677: Label 24| Node 157880: Label 16| Node 119322: Label 16| Node 119519: Label 16| ```
                                ""","""Label of Node = 24""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 57480 is connected to Node 112852. Node 57480 is connected to Node 151734. Node 57480 is connected to Node 49898. Node 77704 is connected to Node 49898. Node 138505 is connected to Node 49898. Node 138505 is connected to Node 143286. Node 138505 is connected to Node 151734. Node 138505 is connected to Node 15771. Node 120859 is connected to Node 49898. Node 15771 is connected to Node 50758. Node 15771 is connected to Node 143286. Node 15771 is connected to Node 77301. Node 15771 is connected to Node 49898. Node 15771 is connected to Node 151734. Node 15771 is connected to Node 98866. Node 145198 is connected to Node 143286. Node 145198 is connected to Node 77301. Node 145198 is connected to Node 49898. Node 145198 is connected to Node 151734. Node 145198 is connected to Node 127959. Node 98866 is connected to Node 77301. Node 98866 is connected to Node 49898. Node 143286 is connected to Node 151734. Node 143286 is connected to Node 49898. Node 143286 is connected to Node 127959. Node 151734 is connected to Node 77301. Node 151734 is connected to Node 49898. Node 151734 is connected to Node 56819. Node 95032 is connected to Node 49898. Node 50758 is connected to Node 67166. Node 50758 is connected to Node 49898. Node 112852 is connected to Node 49898. Node 112852 is connected to Node 55282. Node 127959 is connected to Node 49898. Node 96985 is connected to Node 57596. Node 96985 is connected to Node 49898. Node 67166 is connected to Node 49898. Node 67166 is connected to Node 55282. Node 67166 is connected to Node 56819. Node 49898 is connected to Node 77301. Node 49898 is connected to Node 57596. Node 49898 is connected to Node 55282. Node 49898 is connected to Node 62065. Node 49898 is connected to Node 56819. 
Node to Label Mapping : 
Node 57480: Label 16| Node 77704: Label 16| Node 138505: Label 16| Node 120859: Label 16| Node 15771: Label 16| Node 145198: Label 16| Node 98866: Label 24| Node 143286: Label 16| Node 151734: Label 16| Node 95032: Label 16| Node 50758: Label 13| Node 112852: Label ?| Node 127959: Label 16| Node 96985: Label 16| Node 67166: Label 16| Node 49898: Label 16| Node 62065: Label 16| Node 55282: Label 16| Node 56819: Label 16| Node 77301: Label 16| Node 57596: Label 16| ```
                                ""","""Label of Node = 16""",
9,34,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 141833 is connected to Node 162378. Node 141833 is connected to Node 159859. Node 141833 is connected to Node 104853. Node 56469 is connected to Node 162378. Node 104853 is connected to Node 162378. Node 104853 is connected to Node 159859. Node 76320 is connected to Node 128582. Node 76320 is connected to Node 77757. Node 76320 is connected to Node 162378. Node 76320 is connected to Node 125228. Node 76320 is connected to Node 167755. Node 76320 is connected to Node 35145. Node 16673 is connected to Node 162378. Node 37923 is connected to Node 128582. Node 37923 is connected to Node 162378. Node 25256 is connected to Node 146483. Node 25256 is connected to Node 125175. Node 25256 is connected to Node 162378. Node 25256 is connected to Node 159859. Node 25256 is connected to Node 34132. Node 125228 is connected to Node 35145. Node 125228 is connected to Node 162378. Node 125228 is connected to Node 167755. Node 103853 is connected to Node 162378. Node 13999 is connected to Node 162378. Node 13999 is connected to Node 167755. Node 20272 is connected to Node 125175. Node 20272 is connected to Node 162378. Node 20272 is connected to Node 159859. Node 20272 is connected to Node 34132. Node 146483 is connected to Node 162378. Node 19382 is connected to Node 125175. Node 19382 is connected to Node 162378. Node 77757 is connected to Node 35145. Node 77757 is connected to Node 162378. Node 77757 is connected to Node 167755. Node 127294 is connected to Node 162378. Node 127294 is connected to Node 159859. Node 128582 is connected to Node 162378. Node 128582 is connected to Node 35145. Node 95176 is connected to Node 162378. Node 35145 is connected to Node 162378. Node 35145 is connected to Node 167755. Node 162378 is connected to Node 78190. Node 162378 is connected to Node 79737. Node 162378 is connected to Node 99798. Node 162378 is connected to Node 126321. Node 162378 is connected to Node 3437. Node 162378 is connected to Node 125175. Node 162378 is connected to Node 167755. Node 162378 is connected to Node 159859. Node 162378 is connected to Node 34132. Node 162378 is connected to Node 137315. Node 162378 is connected to Node 112353. Node 162378 is connected to Node 138858. Node 167755 is connected to Node 78190. Node 34132 is connected to Node 125175. Node 34132 is connected to Node 159859. Node 3437 is connected to Node 78190. 
Node to Label Mapping : 
Node 141833: Label 34| Node 56469: Label 26| Node 104853: Label 34| Node 76320: Label 34| Node 16673: Label 34| Node 37923: Label 34| Node 25256: Label 34| Node 125228: Label 34| Node 103853: Label 28| Node 13999: Label 34| Node 20272: Label 9| Node 146483: Label 34| Node 19382: Label ?| Node 77757: Label 34| Node 127294: Label 34| Node 128582: Label 34| Node 95176: Label 34| Node 35145: Label 34| Node 162378: Label 34| Node 167755: Label 34| Node 34132: Label 34| Node 99798: Label 34| Node 112353: Label 34| Node 137315: Label 34| Node 138858: Label 34| Node 3437: Label 34| Node 78190: Label 34| Node 126321: Label 34| Node 159859: Label 34| Node 125175: Label 34| Node 79737: Label 34| ```
                                ""","""Label of Node = 34""",
30,30,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 115642 is connected to Node 81545. Node 137083 is connected to Node 81545. Node 137083 is connected to Node 154342. Node 137083 is connected to Node 87087. Node 137083 is connected to Node 36921. Node 154342 is connected to Node 115359. Node 154342 is connected to Node 89243. Node 154342 is connected to Node 81545. Node 154342 is connected to Node 87087. Node 154342 is connected to Node 36921. Node 81545 is connected to Node 115359. Node 81545 is connected to Node 152411. Node 81545 is connected to Node 163096. Node 81545 is connected to Node 164443. Node 81545 is connected to Node 89243. Node 81545 is connected to Node 157177. Node 81545 is connected to Node 87087. Node 81545 is connected to Node 36921. Node 81545 is connected to Node 10193. Node 89243 is connected to Node 115359. Node 89243 is connected to Node 157177. Node 89243 is connected to Node 36921. Node 157177 is connected to Node 87087. Node 87087 is connected to Node 115359. Node 10193 is connected to Node 115359. Node 36921 is connected to Node 115359. Node 36921 is connected to Node 164443. 
Node to Label Mapping : 
Node 115642: Label 10| Node 137083: Label 30| Node 154342: Label 30| Node 81545: Label 30| Node 89243: Label 30| Node 157177: Label 30| Node 87087: Label ?| Node 10193: Label 30| Node 163096: Label 30| Node 36921: Label 30| Node 164443: Label 30| Node 152411: Label 30| Node 115359: Label 30| ```
                                ""","""Label of Node = 30""",
16,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 162099 is connected to Node 109765. Node 118259 is connected to Node 109765. 
Node to Label Mapping : 
Node 162099: Label 24| Node 118259: Label ?| Node 109765: Label 24| ```
                                ""","""Label of Node = 24""",
30,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 54407 is connected to Node 160764. Node 103048 is connected to Node 160764. Node 39690 is connected to Node 160764. Node 39690 is connected to Node 105615. Node 160764 is connected to Node 2044. Node 160764 is connected to Node 137008. Node 160764 is connected to Node 145425. Node 160764 is connected to Node 105615. Node 160764 is connected to Node 11483. Node 160764 is connected to Node 84514. Node 160764 is connected to Node 79324. Node 160764 is connected to Node 96474. Node 160764 is connected to Node 22369. Node 160764 is connected to Node 104339. Node 160764 is connected to Node 91258. Node 160764 is connected to Node 59678. Node 160764 is connected to Node 59721. Node 160764 is connected to Node 101829. Node 160764 is connected to Node 136240. Node 105615 is connected to Node 11483. Node 105615 is connected to Node 104339. Node 105615 is connected to Node 59721. Node 145425 is connected to Node 104339. Node 137008 is connected to Node 101829. 
Node to Label Mapping : 
Node 54407: Label 30| Node 103048: Label 30| Node 39690: Label 30| Node 160764: Label 30| Node 105615: Label 30| Node 145425: Label 30| Node 104339: Label 30| Node 59678: Label 30| Node 84514: Label ?| Node 136240: Label 16| Node 137008: Label 10| Node 101829: Label 27| Node 59721: Label 10| Node 96474: Label 30| Node 11483: Label 30| Node 79324: Label 30| Node 22369: Label 30| Node 91258: Label 30| Node 2044: Label 30| ```
                                ""","""Label of Node = -1""",
24,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 16871 is connected to Node 6914. Node 6914 is connected to Node 148543. Node 6914 is connected to Node 160459. 
Node to Label Mapping : 
Node 16871: Label 16| Node 6914: Label 24| Node 160459: Label 13| Node 148543: Label ?| ```
                                ""","""Label of Node = -1""",
14,14,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 75590 is connected to Node 75737. Node 78988 is connected to Node 75737. Node 78988 is connected to Node 153180. Node 78988 is connected to Node 146700. Node 146700 is connected to Node 75737. Node 4144 is connected to Node 108496. Node 4144 is connected to Node 75737. Node 4144 is connected to Node 153180. Node 108496 is connected to Node 75737. Node 75737 is connected to Node 153180. 
Node to Label Mapping : 
Node 75590: Label 14| Node 78988: Label ?| Node 146700: Label 32| Node 4144: Label 14| Node 108496: Label 14| Node 75737: Label 14| Node 153180: Label 0| ```
                                ""","""Label of Node = 14""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 102144 is connected to Node 166397. Node 102144 is connected to Node 53499. Node 102144 is connected to Node 40849. Node 141317 is connected to Node 119841. Node 141317 is connected to Node 40849. Node 45965 is connected to Node 166397. Node 45965 is connected to Node 40849. Node 119824 is connected to Node 129232. Node 119824 is connected to Node 166397. Node 119824 is connected to Node 40849. Node 40849 is connected to Node 167111. Node 40849 is connected to Node 127335. Node 40849 is connected to Node 53499. Node 40849 is connected to Node 168502. Node 40849 is connected to Node 52265. Node 40849 is connected to Node 119841. Node 40849 is connected to Node 43360. Node 40849 is connected to Node 141153. Node 40849 is connected to Node 108093. Node 40849 is connected to Node 129232. Node 40849 is connected to Node 166397. Node 40849 is connected to Node 46157. Node 40849 is connected to Node 40863. Node 40849 is connected to Node 42198. Node 40863 is connected to Node 166397. Node 119841 is connected to Node 127335. Node 119841 is connected to Node 166397. Node 52265 is connected to Node 108093. Node 52265 is connected to Node 166397. Node 108093 is connected to Node 53499. Node 108093 is connected to Node 166397. Node 46157 is connected to Node 166397. Node 42198 is connected to Node 166397. Node 43360 is connected to Node 166397. Node 53499 is connected to Node 166397. 
Node to Label Mapping : 
Node 102144: Label 16| Node 141317: Label 16| Node 45965: Label 16| Node 119824: Label 16| Node 40849: Label 16| Node 40863: Label 16| Node 119841: Label 16| Node 52265: Label 16| Node 168502: Label 16| Node 108093: Label ?| Node 167111: Label 16| Node 46157: Label 16| Node 129232: Label 16| Node 42198: Label 16| Node 43360: Label 16| Node 141153: Label 30| Node 127335: Label 16| Node 53499: Label 16| Node 166397: Label 16| ```
                                ""","""Label of Node = 16""",
7,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 92718: Label ?| ```
                                ""","""Label of Node = -1""",
