GroundTruth,Parsed Value,Prompt,Response,Error
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(110224, 26924), (137945, 26924)]
Node to Label Mapping : 
Node 110224: Label 28| Node 137945: Label ?| Node 26924: Label 28| ```
                                ""","""Label of Node = 28""",
28,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 165472: Label ?| ```
                                ""","""Label of Node = -1""",
2,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(109552, 136815), (93429, 136815)]
Node to Label Mapping : 
Node 109552: Label 4| Node 93429: Label 34| Node 136815: Label ?| ```
                                ""","""Label of Node = -1""",
0,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(121632, 125844), (25292, 125844), (31310, 125844), (119182, 125844), (119182, 24055), (49683, 125844), (125844, 42558), (125844, 67863), (125844, 24055), (82105, 42558), (82105, 67863)]
Node to Label Mapping : 
Node 121632: Label 5| Node 25292: Label 5| Node 31310: Label ?| Node 119182: Label 7| Node 49683: Label 29| Node 125844: Label 5| Node 24055: Label 0| Node 82105: Label 34| Node 67863: Label 32| Node 42558: Label 7| ```
                                ""","""Label of Node = -1""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(26372, 122611), (15495, 114261), (40526, 114261), (40526, 122611), (50415, 122611), (11378, 122611), (122611, 19220)]
Node to Label Mapping : 
Node 26372: Label 24| Node 15495: Label 16| Node 40526: Label ?| Node 50415: Label 3| Node 11378: Label 16| Node 122611: Label 16| Node 19220: Label 16| Node 114261: Label 16| ```
                                ""","""Label of Node = 16""",
24,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(10977, 15463), (139876, 24660), (139876, 15463), (15463, 5599), (15463, 80779), (15463, 24660), (15463, 162483), (24660, 5599)]
Node to Label Mapping : 
Node 10977: Label 24| Node 139876: Label 10| Node 15463: Label 24| Node 80779: Label 24| Node 162483: Label 24| Node 24660: Label 24| Node 5599: Label ?| ```
                                ""","""Label of Node = 24""",
8,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(168417, 11304), (61859, 46926), (61859, 135067), (61859, 105937), (61859, 141736), (61859, 101512), (61859, 20694), (61859, 44717), (61859, 24814), (11304, 135067)]
Node to Label Mapping : 
Node 168417: Label 8| Node 61859: Label 28| Node 11304: Label 8| Node 141736: Label 28| Node 101512: Label 28| Node 44717: Label 28| Node 24814: Label 8| Node 46926: Label ?| Node 105937: Label 28| Node 20694: Label 28| Node 135067: Label 28| ```
                                ""","""Label of Node = 28""",
24,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 91888: Label ?| ```
                                ""","""Label of Node = -1""",
28,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(32546, 18389), (83947, 18389), (136688, 18389), (112114, 18389), (157332, 18389), (18389, 146332)]
Node to Label Mapping : 
Node 32546: Label 4| Node 83947: Label 8| Node 136688: Label 4| Node 112114: Label ?| Node 157332: Label 8| Node 18389: Label 4| Node 146332: Label 5| ```
                                ""","""Label of Node = -1""",
5,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(82693, 163144), (42887, 132581), (42887, 18200), (28295, 163144), (28295, 80330), (28295, 39434), (165769, 15204), (165769, 24813), (165769, 10270), (95242, 132581), (95242, 100147), (39434, 3174), (39434, 163144), (90765, 132581), (114068, 132581), (114068, 98501), (114068, 36426), (114068, 52441), (114068, 15204), (114068, 18200), (114068, 27418), (114068, 55640), (114068, 14422), (121876, 132581), (18200, 132581), (27418, 132581), (27418, 14422), (10270, 65242), (10270, 100147), (10270, 63467), (17186, 132581), (17186, 85040), (17186, 72158), (57381, 132581), (127399, 15204), (127399, 24813), (111785, 132581), (111785, 163144), (111785, 24813), (111785, 63467), (24362, 132581), (24362, 85040), (24362, 15204), (24362, 8829), (118314, 163144), (85040, 132581), (85040, 36426), (100147, 45512), (100147, 15204), (100147, 63467), (100147, 46425), (130359, 163144), (3772, 132581), (3772, 72158), (3772, 98501), (83008, 163144), (83008, 90474), (100929, 24813), (20545, 132581), (98501, 132581), (68807, 163144), (163144, 90474), (163144, 50911), (163144, 3174), (163144, 15204), (163144, 80330), (163144, 161378), (45512, 132581), (36426, 132581), (125517, 132581), (14422, 132581), (55640, 132581), (46425, 132581), (65242, 52441), (65242, 24813), (52441, 132581), (52441, 15204), (115801, 132581), (72158, 132581), (6752, 132581), (128098, 132581), (122339, 63467), (132581, 41829), (132581, 8829)]
Node to Label Mapping : 
Node 82693: Label 28| Node 42887: Label 5| Node 28295: Label 28| Node 165769: Label 24| Node 95242: Label 4| Node 39434: Label 28| Node 90765: Label 37| Node 114068: Label ?| Node 121876: Label 24| Node 18200: Label 5| Node 27418: Label 25| Node 10270: Label 24| Node 17186: Label 24| Node 57381: Label 24| Node 127399: Label 24| Node 111785: Label 5| Node 24362: Label 24| Node 118314: Label 28| Node 85040: Label 30| Node 100147: Label 24| Node 130359: Label 28| Node 3772: Label 5| Node 83008: Label 28| Node 100929: Label 16| Node 20545: Label 24| Node 98501: Label 24| Node 68807: Label 28| Node 163144: Label 28| Node 45512: Label 24| Node 36426: Label 24| Node 80330: Label 28| Node 125517: Label 5| Node 14422: Label 24| Node 55640: Label 24| Node 46425: Label 5| Node 65242: Label 24| Node 52441: Label 24| Node 115801: Label 5| Node 72158: Label 5| Node 50911: Label 28| Node 6752: Label 24| Node 128098: Label 24| Node 122339: Label 28| Node 15204: Label 28| Node 132581: Label 24| Node 41829: Label 5| Node 3174: Label 8| Node 161378: Label 8| Node 90474: Label 28| Node 63467: Label 5| Node 24813: Label 24| Node 8829: Label 5| ```
                                ""","""Label of Node = 24""",
