GroundTruth,Parsed Value,Prompt,Response,Error
28,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 128142: Label ?| ```
                                ""","""Label of Node = -1""",
34,34,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 79079 is connected to Node 115210. Node 115210 is connected to Node 79703. Node 115210 is connected to Node 95573. Node 115210 is connected to Node 66993. Node 115210 is connected to Node 48751. Node 160397 is connected to Node 166831. Node 48751 is connected to Node 79703. Node 166831 is connected to Node 95573. Node 66993 is connected to Node 79703. 
Node to Label Mapping : 
Node 79079: Label 31| Node 115210: Label 34| Node 160397: Label ?| Node 48751: Label 34| Node 166831: Label 34| Node 66993: Label 37| Node 95573: Label 34| Node 79703: Label 34| ```
                                ""","""Label of Node = 34""",
30,30,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 108162 is connected to Node 7914. Node 108162 is connected to Node 56035. Node 108162 is connected to Node 78500. Node 108162 is connected to Node 37454. Node 108162 is connected to Node 103621. Node 108162 is connected to Node 93191. Node 108162 is connected to Node 4521. Node 108162 is connected to Node 45711. Node 108162 is connected to Node 9763. Node 108162 is connected to Node 52717. Node 108162 is connected to Node 27421. Node 108162 is connected to Node 74154. Node 108162 is connected to Node 84576. Node 108162 is connected to Node 18495. Node 4521 is connected to Node 52717. Node 18495 is connected to Node 62569. Node 18495 is connected to Node 19545. Node 19545 is connected to Node 21999. Node 19545 is connected to Node 81777. 
Node to Label Mapping : 
Node 108162: Label 30| Node 93191: Label 30| Node 45711: Label 30| Node 27421: Label 30| Node 9763: Label 30| Node 78500: Label 10| Node 4521: Label 30| Node 74154: Label 30| Node 18495: Label 24| Node 103621: Label 30| Node 37454: Label ?| Node 19545: Label 30| Node 84576: Label 30| Node 56035: Label 30| Node 62569: Label 25| Node 7914: Label 30| Node 52717: Label 30| Node 21999: Label 30| Node 81777: Label 30| ```
                                ""","""Label of Node = 30""",
4,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 36449 is connected to Node 5002. Node 5002 is connected to Node 116878. 
Node to Label Mapping : 
Node 36449: Label 6| Node 5002: Label 3| Node 116878: Label ?| ```
                                ""","""Label of Node = -1""",
5,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 66371: Label ?| ```
                                ""","""Label of Node = -1""",
34,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 46156: Label ?| ```
                                ""","""Label of Node = -1""",
39,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 23892: Label ?| ```
                                ""","""Label of Node = -1""",
30,30,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 141153 is connected to Node 52565. Node 120780 is connected to Node 52565. 
Node to Label Mapping : 
Node 141153: Label 30| Node 120780: Label ?| Node 52565: Label 30| ```
                                ""","""Label of Node = 30""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 87556 is connected to Node 27908. Node 87556 is connected to Node 117800. Node 87556 is connected to Node 144419. Node 87556 is connected to Node 142433. Node 87556 is connected to Node 25478. Node 87556 is connected to Node 40266. Node 87556 is connected to Node 67423. Node 100229 is connected to Node 25478. Node 100229 is connected to Node 33404. Node 100229 is connected to Node 40266. Node 100229 is connected to Node 120532. Node 100229 is connected to Node 142433. Node 100229 is connected to Node 123993. Node 100229 is connected to Node 67423. Node 100229 is connected to Node 59667. Node 25478 is connected to Node 120532. Node 25478 is connected to Node 142433. Node 25478 is connected to Node 163614. Node 25478 is connected to Node 68718. Node 27908 is connected to Node 145848. Node 27908 is connected to Node 142433. Node 27908 is connected to Node 68718. Node 57998 is connected to Node 99572. Node 57998 is connected to Node 129133. Node 57998 is connected to Node 145273. Node 61455 is connected to Node 145273. Node 8594 is connected to Node 59758. Node 8594 is connected to Node 50521. Node 8594 is connected to Node 91453. Node 8594 is connected to Node 16028. Node 8594 is connected to Node 129133. Node 8594 is connected to Node 145273. Node 134681 is connected to Node 145273. Node 16028 is connected to Node 99572. Node 16028 is connected to Node 145273. Node 16028 is connected to Node 14775. Node 16028 is connected to Node 8790. Node 163614 is connected to Node 140322. Node 163614 is connected to Node 33404. Node 163614 is connected to Node 40266. Node 163614 is connected to Node 58345. Node 71969 is connected to Node 91453. Node 71969 is connected to Node 145273. Node 140322 is connected to Node 142433. Node 140322 is connected to Node 145273. Node 140322 is connected to Node 14775. Node 60195 is connected to Node 145273. Node 75682 is connected to Node 129133. Node 75682 is connected to Node 145273. Node 138535 is connected to Node 145273. Node 14775 is connected to Node 91453. Node 14775 is connected to Node 67308. Node 14775 is connected to Node 145273. Node 123832 is connected to Node 145273. Node 145848 is connected to Node 120532. Node 145848 is connected to Node 129133. Node 145848 is connected to Node 145273. Node 53306 is connected to Node 145273. Node 91453 is connected to Node 145273. Node 91453 is connected to Node 25419. Node 29252 is connected to Node 145273. Node 40266 is connected to Node 142433. Node 40266 is connected to Node 145273. Node 40266 is connected to Node 123993. Node 40266 is connected to Node 68718. Node 25419 is connected to Node 145273. Node 120532 is connected to Node 142433. Node 120532 is connected to Node 33404. Node 120532 is connected to Node 67423. Node 8790 is connected to Node 145273. Node 123993 is connected to Node 109915. Node 123993 is connected to Node 67423. Node 50521 is connected to Node 129133. Node 50521 is connected to Node 145273. Node 67423 is connected to Node 33404. Node 142433 is connected to Node 67308. Node 67308 is connected to Node 68718. Node 129133 is connected to Node 99572. Node 129133 is connected to Node 145273. Node 68718 is connected to Node 43510. Node 59758 is connected to Node 145273. Node 99572 is connected to Node 145273. Node 145273 is connected to Node 113021. 
Node to Label Mapping : 
Node 87556: Label 28| Node 100229: Label 28| Node 25478: Label 28| Node 27908: Label ?| Node 57998: Label 28| Node 61455: Label 28| Node 8594: Label 28| Node 59667: Label 28| Node 134681: Label 28| Node 16028: Label 28| Node 163614: Label 28| Node 71969: Label 28| Node 140322: Label 28| Node 144419: Label 28| Node 60195: Label 28| Node 75682: Label 28| Node 138535: Label 28| Node 117800: Label 28| Node 14775: Label 28| Node 123832: Label 28| Node 145848: Label 28| Node 53306: Label 28| Node 91453: Label 28| Node 29252: Label 28| Node 40266: Label 28| Node 25419: Label 28| Node 120532: Label 28| Node 8790: Label 28| Node 123993: Label 28| Node 50521: Label 28| Node 109915: Label 28| Node 67423: Label 28| Node 142433: Label 28| Node 58345: Label 28| Node 67308: Label 28| Node 129133: Label 28| Node 68718: Label 28| Node 59758: Label 28| Node 99572: Label 28| Node 43510: Label 28| Node 145273: Label 28| Node 33404: Label 28| Node 113021: Label 28| ```
                                ""","""Label of Node = 28""",
8,8,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 48390 is connected to Node 84927. Node 39434 is connected to Node 3189. Node 39434 is connected to Node 84927. Node 39434 is connected to Node 47407. Node 39434 is connected to Node 14290. Node 70801 is connected to Node 84927. Node 13589 is connected to Node 84927. Node 55193 is connected to Node 84927. Node 47407 is connected to Node 84927. Node 72883 is connected to Node 84927. Node 36534 is connected to Node 84927. Node 23736 is connected to Node 84927. Node 84927 is connected to Node 96619. Node 84927 is connected to Node 110057. Node 84927 is connected to Node 9437. Node 84927 is connected to Node 73545. Node 84927 is connected to Node 3189. Node 84927 is connected to Node 68212. Node 84927 is connected to Node 73567. Node 84927 is connected to Node 3395. Node 84927 is connected to Node 14290. Node 84927 is connected to Node 51655. Node 84927 is connected to Node 71538. Node 84927 is connected to Node 83312. Node 9437 is connected to Node 3189. 
Node to Label Mapping : 
Node 48390: Label 8| Node 39434: Label 28| Node 70801: Label 4| Node 13589: Label 8| Node 55193: Label 5| Node 47407: Label 36| Node 72883: Label 5| Node 36534: Label 8| Node 23736: Label 4| Node 84927: Label 4| Node 3395: Label 4| Node 51655: Label 5| Node 73545: Label 24| Node 14290: Label 8| Node 9437: Label 8| Node 73567: Label 8| Node 110057: Label 5| Node 96619: Label 3| Node 83312: Label 4| Node 71538: Label 8| Node 68212: Label 8| Node 3189: Label ?| ```
                                ""","""Label of Node = 8""",
