GroundTruth,Parsed Value,Prompt,Response,Error
13,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 40569: Label ?| ```
                                ""","""Label of Node = -1""",
16,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 135897: Label ?| ```
                                ""","""Label of Node = -1""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(72160, 87440), (72160, 145800), (72160, 103351), (72160, 153728), (72160, 158481), (145800, 87440), (87440, 103351)]
Node to Label Mapping : 
Node 72160: Label 28| Node 153728: Label 28| Node 145800: Label 28| Node 87440: Label 28| Node 158481: Label ?| Node 103351: Label 28| ```
                                ""","""Label of Node = 28""",
26,26,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(81286, 144440), (128935, 144440), (21417, 101841), (21417, 144440), (144238, 144440), (80465, 144440), (101841, 144440), (144440, 95871), (144440, 43131), (144440, 123805)]
Node to Label Mapping : 
Node 81286: Label ?| Node 128935: Label 26| Node 21417: Label 26| Node 144238: Label 26| Node 80465: Label 34| Node 101841: Label 26| Node 144440: Label 26| Node 43131: Label 26| Node 123805: Label 26| Node 95871: Label 39| ```
                                ""","""Label of Node 81286 = 26""",
2,2,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(60706, 10895), (60706, 14045), (141156, 14045), (16199, 14045), (140396, 14045), (48061, 14045), (10895, 14045), (135987, 14045)]
Node to Label Mapping : 
Node 60706: Label 2| Node 141156: Label 2| Node 16199: Label 2| Node 140396: Label 2| Node 48061: Label ?| Node 10895: Label 2| Node 135987: Label 22| Node 14045: Label 2| ```
                                ""","""Label of Node = 2""",
5,26,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(44448, 143017), (44448, 139164), (44448, 129955), (44448, 64718), (101825, 145937), (101825, 151188), (101825, 129955), (101825, 142029), (101825, 163315), (101825, 135484), (101825, 144894), (101825, 113095), (101825, 151638), (101825, 167570), (101825, 106699), (101825, 121396), (142029, 145937), (142029, 144894), (142029, 167570), (167570, 163315), (167570, 144894), (167570, 151638)]
Node to Label Mapping : 
Node 44448: Label 26| Node 101825: Label 30| Node 129955: Label 30| Node 113095: Label 30| Node 143017: Label 26| Node 106699: Label 30| Node 142029: Label 30| Node 64718: Label ?| Node 145937: Label 30| Node 167570: Label 30| Node 163315: Label 30| Node 151188: Label 30| Node 121396: Label 26| Node 135484: Label 30| Node 151638: Label 30| Node 139164: Label 31| Node 144894: Label 10| ```
                                ""","""Label of Node = 26""",
36,36,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(97664, 16589), (4762, 50469), (4762, 124587), (4762, 50743), (4762, 25453), (4762, 30786), (4762, 76010), (4762, 16589), (11806, 50469), (11806, 124587), (11806, 50743), (11806, 25453), (11806, 30786), (11806, 76010), (11806, 16589), (50469, 50743), (50469, 30786), (50469, 24419), (50469, 33012), (49703, 76010), (124587, 76010), (124587, 16589), (160428, 131288), (160428, 76010), (50743, 30786), (23232, 76010), (23232, 18002), (30786, 24419), (64198, 76010), (16589, 21872), (16589, 164991), (18002, 76010), (131288, 76010), (131288, 21872), (24419, 76010), (76010, 164991), (76010, 21872), (76010, 33012), (25453, 21872)]
Node to Label Mapping : 
Node 97664: Label 36| Node 4762: Label 5| Node 11806: Label 36| Node 50469: Label 36| Node 49703: Label 36| Node 124587: Label 36| Node 160428: Label 36| Node 50743: Label 36| Node 23232: Label 36| Node 30786: Label 36| Node 64198: Label 36| Node 16589: Label ?| Node 18002: Label 26| Node 131288: Label 36| Node 24419: Label 36| Node 76010: Label 36| Node 25453: Label 36| Node 21872: Label 36| Node 33012: Label 36| Node 164991: Label 36| ```
                                ""","""Label of Node = 36""",
27,27,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(96771, 15911), (96771, 69240), (96771, 65575), (96771, 20675), (96771, 66016), (96771, 76642), (59655, 162873), (59655, 86462), (59655, 81328), (59655, 126560), (59655, 76642), (73995, 53994), (73995, 124440), (73995, 123954), (24336, 123954), (76052, 124440), (76052, 135126), (76052, 123954), (76052, 76642), (76052, 135993), (29694, 124440), (29694, 100862), (29694, 2166), (124440, 135126), (124440, 20032), (124440, 53994), (7085, 100862), (81328, 86462), (81328, 126560), (81328, 135993), (123954, 100862), (123954, 135126), (123954, 76642), (15158, 100862), (15158, 2166), (20032, 135126), (135126, 78170), (135126, 132569), (135126, 83675), (135126, 100862), (135126, 53994), (135126, 76642), (135126, 133477), (132569, 100862), (78170, 76642), (76642, 100862), (2166, 100862)]
Node to Label Mapping : 
Node 96771: Label 27| Node 59655: Label 25| Node 73995: Label 25| Node 24336: Label 25| Node 76052: Label 25| Node 29694: Label 16| Node 124440: Label 24| Node 15911: Label 25| Node 65575: Label 25| Node 7085: Label 25| Node 81328: Label 25| Node 123954: Label 25| Node 15158: Label 25| Node 135993: Label 25| Node 162873: Label 25| Node 86462: Label 25| Node 20032: Label 25| Node 20675: Label ?| Node 135126: Label 25| Node 132569: Label 25| Node 78170: Label 25| Node 83675: Label 25| Node 126560: Label 25| Node 66016: Label 36| Node 76642: Label 25| Node 133477: Label 25| Node 53994: Label 25| Node 2166: Label 25| Node 69240: Label 27| Node 100862: Label 25| ```
                                ""","""Label of Node = 27""",
28,8,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(38944, 69326), (38944, 47270), (38944, 117295), (47270, 65261), (47270, 69326), (50585, 80332), (67914, 80332), (80332, 53213), (80332, 77105), (80332, 65261), (80332, 70802), (80332, 121743), (80332, 102006), (65261, 13392), (69326, 13392), (69326, 77105), (69326, 73178), (69326, 117295), (69326, 22905), (69326, 8156), (69326, 26226), (117295, 8156)]
Node to Label Mapping : 
Node 38944: Label ?| Node 47270: Label 28| Node 50585: Label 28| Node 67914: Label 8| Node 80332: Label 28| Node 65261: Label 28| Node 69326: Label 8| Node 117295: Label 8| Node 13392: Label 28| Node 77105: Label 28| Node 26226: Label 8| Node 70802: Label 8| Node 121743: Label 28| Node 102006: Label 28| Node 22905: Label 28| Node 73178: Label 8| Node 8156: Label 8| Node 53213: Label 28| ```
                                ""","""Label of Node = 8""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(133376, 129954), (133376, 13510), (133376, 72135), (133376, 85191), (133376, 90570), (133376, 126295), (133376, 117160), (133376, 110535), (133376, 37971), (133376, 121420), (133376, 122727), (133376, 115117), (133376, 91323), (164867, 129954), (164867, 151726), (24839, 129954), (94343, 129954), (96141, 129954), (129954, 123172), (129954, 21433), (129954, 156973), (129954, 151726), (129954, 13510), (129954, 122037), (129954, 72135), (129954, 26951), (129954, 85191), (129954, 90570), (129954, 126295), (129954, 117160), (129954, 110535), (129954, 37971), (129954, 121420), (129954, 122727), (129954, 115117), (129954, 91323), (129954, 46458), (129954, 55796)]
Node to Label Mapping : 
Node 133376: Label 16| Node 164867: Label 16| Node 24839: Label 16| Node 94343: Label 16| Node 96141: Label 16| Node 129954: Label 16| Node 123172: Label 16| Node 117160: Label 16| Node 115117: Label 16| Node 156973: Label 16| Node 151726: Label 16| Node 122037: Label 16| Node 21433: Label 16| Node 91323: Label 16| Node 13510: Label 16| Node 26951: Label 16| Node 72135: Label 16| Node 85191: Label 16| Node 90570: Label 16| Node 110535: Label ?| Node 121420: Label 16| Node 37971: Label 16| Node 126295: Label 16| Node 122727: Label 16| Node 55796: Label 16| Node 46458: Label 16| ```
                                ""","""Label of Node = 16""",
