GroundTruth,Parsed Value,Prompt,Response,Error
15,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 22278: Label ?| ```
                                ""","""Label of Node = -1""",
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(133376, 105225), (105225, 106684)]
Node to Label Mapping : 
Node 133376: Label ?| Node 105225: Label 16| Node 106684: Label 16| ```
                                ""","""Label of Node = 16""",
24,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(106113, 130662), (96648, 135803), (128394, 130662), (37899, 21338), (37899, 130662), (37899, 15443), (35087, 130662), (129556, 130662), (22422, 130662), (113814, 130662), (85538, 135803), (10027, 130662), (133677, 135803), (14769, 15443), (14769, 130662), (65973, 135803), (89527, 130662), (47416, 130662), (7738, 130662), (39868, 135803), (83900, 130662), (103232, 135803), (103232, 130662), (11211, 130662), (125647, 130662), (15443, 130662), (113881, 135803), (21338, 130662), (113369, 130662), (128477, 130662), (5983, 130662), (863, 135803), (72801, 130662), (89059, 130662), (130662, 10604), (130662, 40186), (130662, 18157), (149737, 135803), (36601, 135803)]
Node to Label Mapping : 
Node 106113: Label 24| Node 96648: Label 34| Node 128394: Label 24| Node 37899: Label 10| Node 35087: Label 24| Node 129556: Label 24| Node 22422: Label 24| Node 113814: Label 10| Node 85538: Label 24| Node 10027: Label 10| Node 133677: Label ?| Node 14769: Label 10| Node 65973: Label 24| Node 89527: Label 24| Node 47416: Label 10| Node 7738: Label 10| Node 39868: Label 34| Node 83900: Label 24| Node 103232: Label 10| Node 11211: Label 24| Node 125647: Label 10| Node 15443: Label 24| Node 113881: Label 10| Node 21338: Label 10| Node 113369: Label 24| Node 128477: Label 11| Node 5983: Label 10| Node 863: Label 10| Node 72801: Label 27| Node 89059: Label 24| Node 130662: Label 10| Node 149737: Label 24| Node 10604: Label 24| Node 18157: Label 10| Node 36601: Label 34| Node 40186: Label 10| Node 135803: Label 24| ```
                                ""","""Label of Node = 24""",
14,14,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(76898, 27320), (6821, 27320), (42599, 65192), (65192, 30380), (65192, 57489), (65192, 27320), (65192, 6079), (3893, 27320), (27320, 16574), (27320, 6079)]
Node to Label Mapping : 
Node 76898: Label 14| Node 6821: Label 14| Node 42599: Label 2| Node 65192: Label 2| Node 30380: Label 2| Node 57489: Label 2| Node 3893: Label ?| Node 27320: Label 2| Node 16574: Label 14| Node 6079: Label 32| ```
                                ""","""Label of Node = 14""",
22,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 148935: Label ?| ```
                                ""","""Label of Node = -1""",
13,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(149811, 78315), (62474, 1446), (78315, 1446)]
Node to Label Mapping : 
Node 149811: Label 13| Node 62474: Label ?| Node 78315: Label 13| Node 1446: Label 7| ```
                                ""","""Label of Node = -1""",
34,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(147298, 152221), (147298, 163643), (147298, 151827), (147298, 89156), (152482, 89156), (89156, 152221), (89156, 157023), (131880, 151827), (146122, 146518), (146122, 163643), (146811, 163643), (146518, 163643), (13432, 152221)]
Node to Label Mapping : 
Node 147298: Label 34| Node 152482: Label 20| Node 89156: Label 20| Node 131880: Label ?| Node 146122: Label 20| Node 151827: Label 20| Node 146811: Label 6| Node 146518: Label 34| Node 13432: Label 30| Node 163643: Label 34| Node 152221: Label 34| Node 157023: Label 2| ```
                                ""","""Label of Node = -1""",
20,20,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(16836, 169066), (169066, 13939), (169066, 40685), (169066, 14106), (169066, 16977), (13939, 14106)]
Node to Label Mapping : 
Node 16836: Label ?| Node 169066: Label 20| Node 40685: Label 20| Node 16977: Label 20| Node 13939: Label 39| Node 14106: Label 20| ```
                                ""","""Label of Node = 20""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(39431, 68420), (264, 68420), (264, 36775), (39434, 68420), (41869, 46652), (41869, 68420), (41869, 151850), (2960, 68420), (17555, 63688), (17555, 68420), (17555, 36775), (58008, 12204), (58008, 68420), (32155, 68420), (5661, 46652), (5661, 68420), (63261, 68420), (63261, 2556), (1697, 39866), (1697, 68420), (1697, 35409), (2210, 68420), (20002, 68420), (20002, 9437), (33826, 68420), (54945, 68420), (162468, 68420), (36775, 9437), (36775, 68420), (31273, 68420), (151850, 18608), (151850, 68420), (151850, 42060), (151850, 24821), (112043, 43346), (12204, 68420), (12204, 35409), (28075, 68420), (116654, 68420), (18608, 68420), (38711, 68420), (48057, 68420), (48057, 5484), (48057, 2556), (59450, 43346), (59450, 68420), (39866, 147160), (39866, 68420), (39866, 7904), (39866, 11965), (46652, 68420), (46652, 4315), (11965, 33099), (11965, 147160), (11965, 68420), (14784, 68420), (46784, 147160), (46784, 68420), (46784, 5484), (33858, 68420), (68420, 33099), (68420, 63688), (68420, 45255), (68420, 7904), (68420, 66666), (68420, 5484), (68420, 45432), (68420, 9437), (68420, 4315), (68420, 5741), (68420, 29785), (68420, 12515), (68420, 111307), (68420, 147160), (68420, 43346), (68420, 42060), (68420, 24821), (68420, 35409), (68420, 51560), (68420, 2556), (68420, 50395), (63688, 147160), (63688, 45432), (33099, 147160), (33099, 7904), (35409, 9437), (147160, 7904)]
Node to Label Mapping : 
Node 39431: Label 36| Node 264: Label 8| Node 39434: Label 28| Node 41869: Label 28| Node 2960: Label 34| Node 17555: Label 28| Node 58008: Label 8| Node 32155: Label 28| Node 5661: Label 8| Node 63261: Label 8| Node 1697: Label ?| Node 2210: Label 28| Node 20002: Label 8| Node 33826: Label 29| Node 54945: Label 28| Node 162468: Label 8| Node 36775: Label 8| Node 31273: Label 8| Node 151850: Label 8| Node 112043: Label 8| Node 12204: Label 19| Node 28075: Label 8| Node 116654: Label 28| Node 18608: Label 28| Node 38711: Label 28| Node 48057: Label 29| Node 59450: Label 8| Node 39866: Label 28| Node 46652: Label 28| Node 11965: Label 28| Node 14784: Label 28| Node 46784: Label 28| Node 33858: Label 28| Node 68420: Label 8| Node 45255: Label 8| Node 63688: Label 28| Node 33099: Label 28| Node 42060: Label 28| Node 111307: Label 8| Node 35409: Label 28| Node 43346: Label 8| Node 147160: Label 8| Node 29785: Label 28| Node 4315: Label 28| Node 50395: Label 8| Node 9437: Label 8| Node 7904: Label 28| Node 12515: Label 8| Node 51560: Label 28| Node 66666: Label 28| Node 5484: Label 28| Node 5741: Label 8| Node 24821: Label 8| Node 45432: Label 28| Node 2556: Label 8| ```
                                ""","""Label of Node = 28""",
28,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 123820: Label ?| ```
                                ""","""Label of Node = -1""",
