GroundTruth,Parsed Value,Prompt,Response,Error
23,3,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 95624 is connected to Node 30917. Node 95624 is connected to Node 25849. Node 95624 is connected to Node 38210. Node 650 is connected to Node 156465. Node 25618 is connected to Node 156465. Node 25618 is connected to Node 8309. Node 84627 is connected to Node 156465. Node 161559 is connected to Node 156465. Node 156465 is connected to Node 19036. Node 156465 is connected to Node 105033. Node 156465 is connected to Node 8309. Node 156465 is connected to Node 56402. Node 156465 is connected to Node 47155. Node 156465 is connected to Node 15208. Node 156465 is connected to Node 90738. Node 156465 is connected to Node 125045. Node 156465 is connected to Node 138316. Node 156465 is connected to Node 136023. Node 156465 is connected to Node 46260. Node 156465 is connected to Node 14285. Node 156465 is connected to Node 74310. Node 47155 is connected to Node 105033. Node 38210 is connected to Node 25849. Node 38210 is connected to Node 105033. Node 38210 is connected to Node 158434. Node 30917 is connected to Node 105033. Node 30917 is connected to Node 158434. 
Node to Label Mapping : 
Node 95624: Label ?| Node 650: Label 27| Node 25618: Label 4| Node 84627: Label 4| Node 161559: Label 3| Node 156465: Label 27| Node 47155: Label 27| Node 46260: Label 3| Node 38210: Label 3| Node 30917: Label 3| Node 74310: Label 10| Node 105033: Label 23| Node 138316: Label 27| Node 14285: Label 27| Node 56402: Label 27| Node 136023: Label 27| Node 19036: Label 27| Node 158434: Label 23| Node 15208: Label 4| Node 90738: Label 27| Node 8309: Label 8| Node 125045: Label 27| Node 25849: Label 23| ```
                                ""","""Label of Node = 3""",
29,5,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 91384 is connected to Node 140446. Node 15879 is connected to Node 140446. Node 41224 is connected to Node 140446. Node 57223 is connected to Node 140446. Node 54650 is connected to Node 140446. Node 16015 is connected to Node 140446. Node 18703 is connected to Node 140446. Node 62351 is connected to Node 140446. Node 66580 is connected to Node 140446. Node 99479 is connected to Node 140446. Node 91898 is connected to Node 140446. Node 140446 is connected to Node 120352. Node 140446 is connected to Node 120360. Node 140446 is connected to Node 92668. Node 140446 is connected to Node 45147. Node 140446 is connected to Node 121650. Node 140446 is connected to Node 119071. Node 140446 is connected to Node 88734. Node 140446 is connected to Node 47852. Node 140446 is connected to Node 65059. Node 140446 is connected to Node 47861. Node 140446 is connected to Node 140323. Node 140446 is connected to Node 69. Node 140446 is connected to Node 125798. Node 140446 is connected to Node 87521. Node 140446 is connected to Node 108650. Node 140446 is connected to Node 78387. Node 140446 is connected to Node 103378. Node 140446 is connected to Node 5434. Node 140446 is connected to Node 79726. Node 140446 is connected to Node 99502. Node 140446 is connected to Node 133919. Node 140446 is connected to Node 60008. Node 140446 is connected to Node 33356. Node 140446 is connected to Node 45391. Node 140446 is connected to Node 107483. Node 140446 is connected to Node 120692. Node 140446 is connected to Node 33469. Node 140446 is connected to Node 58866. Node 140446 is connected to Node 48248. Node 140446 is connected to Node 24312. Node 140446 is connected to Node 53690. Node 140446 is connected to Node 55150. Node 140446 is connected to Node 130405. Node 140446 is connected to Node 110625. Node 140446 is connected to Node 92156. Node 140446 is connected to Node 98774. Node 140446 is connected to Node 85556. Node 140446 is connected to Node 130520. Node 140446 is connected to Node 16803. Node 140446 is connected to Node 124027. Node 140446 is connected to Node 37029. Node 140446 is connected to Node 49146. Node 16803 is connected to Node 85556. Node 133919 is connected to Node 124027. Node 85556 is connected to Node 49146. Node 33469 is connected to Node 108650. Node 55150 is connected to Node 58866. 
Node to Label Mapping : 
Node 91384: Label 23| Node 15879: Label 5| Node 41224: Label 5| Node 57223: Label 5| Node 54650: Label 5| Node 16015: Label 23| Node 18703: Label 5| Node 62351: Label 5| Node 66580: Label 5| Node 99479: Label 23| Node 91898: Label 5| Node 140446: Label 5| Node 88734: Label 5| Node 119071: Label 4| Node 110625: Label 8| Node 120352: Label 5| Node 16803: Label 5| Node 65059: Label 5| Node 37029: Label 4| Node 133919: Label 5| Node 140323: Label 5| Node 120360: Label 7| Node 99502: Label 37| Node 121650: Label 8| Node 78387: Label 19| Node 85556: Label ?| Node 53690: Label 5| Node 5434: Label 5| Node 48248: Label 5| Node 33469: Label 5| Node 92668: Label 5| Node 69: Label 5| Node 33356: Label 8| Node 45391: Label 5| Node 103378: Label 5| Node 98774: Label 5| Node 130520: Label 5| Node 45147: Label 37| Node 107483: Label 37| Node 87521: Label 3| Node 130405: Label 5| Node 125798: Label 8| Node 60008: Label 5| Node 108650: Label 37| Node 47852: Label 5| Node 55150: Label 5| Node 79726: Label 11| Node 58866: Label 5| Node 120692: Label 5| Node 47861: Label 5| Node 24312: Label 4| Node 49146: Label 8| Node 124027: Label 5| Node 92156: Label 5| ```
                                ""","""Label of Node = 5""",
26,26,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 86403 is connected to Node 58829. Node 86403 is connected to Node 88874. Node 86403 is connected to Node 155051. Node 86403 is connected to Node 116091. Node 86403 is connected to Node 125263. Node 86403 is connected to Node 150545. Node 86403 is connected to Node 166373. Node 86403 is connected to Node 108189. Node 86403 is connected to Node 24303. Node 6278 is connected to Node 24303. Node 162964 is connected to Node 58829. Node 162964 is connected to Node 24303. Node 162964 is connected to Node 52722. Node 162846 is connected to Node 49318. Node 162846 is connected to Node 155051. Node 69281 is connected to Node 88874. Node 69281 is connected to Node 155051. Node 69281 is connected to Node 100776. Node 69281 is connected to Node 116091. Node 69281 is connected to Node 58829. Node 69281 is connected to Node 24303. Node 75939 is connected to Node 24303. Node 106663 is connected to Node 105043. Node 100776 is connected to Node 116091. Node 155051 is connected to Node 58829. Node 155051 is connected to Node 24303. Node 155051 is connected to Node 105043. Node 52141 is connected to Node 126515. Node 52141 is connected to Node 146661. Node 52141 is connected to Node 24303. Node 126515 is connected to Node 24303. Node 58829 is connected to Node 124370. Node 58829 is connected to Node 60651. Node 58829 is connected to Node 146661. Node 58829 is connected to Node 166373. Node 58829 is connected to Node 24303. Node 124370 is connected to Node 146661. Node 124370 is connected to Node 24303. Node 105043 is connected to Node 116091. Node 105043 is connected to Node 166373. Node 53976 is connected to Node 24303. Node 146661 is connected to Node 24303. Node 146661 is connected to Node 52722. Node 60651 is connected to Node 24303. Node 24303 is connected to Node 118142. Node 24303 is connected to Node 52722. Node 24303 is connected to Node 116091. 
Node to Label Mapping : 
Node 86403: Label 26| Node 6278: Label 26| Node 150545: Label 26| Node 162964: Label 34| Node 108189: Label 26| Node 162846: Label 31| Node 69281: Label ?| Node 75939: Label 26| Node 49318: Label 26| Node 106663: Label 38| Node 100776: Label 26| Node 88874: Label 26| Node 155051: Label 26| Node 52141: Label 26| Node 126515: Label 34| Node 58829: Label 26| Node 125263: Label 26| Node 124370: Label 34| Node 105043: Label 26| Node 53976: Label 8| Node 146661: Label 34| Node 166373: Label 3| Node 60651: Label 38| Node 24303: Label 26| Node 52722: Label 34| Node 116091: Label 26| Node 118142: Label 26| ```
                                ""","""Label of Node = 26""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 5088 is connected to Node 119206. Node 38592 is connected to Node 119206. Node 67940 is connected to Node 119206. Node 67940 is connected to Node 100165. Node 100165 is connected to Node 119206. Node 119206 is connected to Node 109940. Node 119206 is connected to Node 57743. Node 119206 is connected to Node 105332. Node 119206 is connected to Node 4827. Node 119206 is connected to Node 26119. Node 119206 is connected to Node 39646. Node 119206 is connected to Node 34270. Node 119206 is connected to Node 7575. Node 119206 is connected to Node 111038. Node 119206 is connected to Node 25108. Node 119206 is connected to Node 79442. Node 119206 is connected to Node 54448. 
Node to Label Mapping : 
Node 5088: Label 28| Node 38592: Label 28| Node 67940: Label 28| Node 100165: Label 28| Node 119206: Label 28| Node 26119: Label 28| Node 111038: Label 28| Node 39646: Label 28| Node 57743: Label 28| Node 54448: Label 28| Node 79442: Label ?| Node 25108: Label 28| Node 105332: Label 28| Node 109940: Label 28| Node 7575: Label 28| Node 4827: Label 28| Node 34270: Label 28| ```
                                ""","""Label of Node = 28""",
34,34,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 3072 is connected to Node 31426. Node 63361 is connected to Node 40617. Node 63361 is connected to Node 147008. Node 63361 is connected to Node 141131. Node 63361 is connected to Node 113492. Node 8960 is connected to Node 31426. Node 94087 is connected to Node 86073. Node 94087 is connected to Node 40617. Node 150539 is connected to Node 147008. Node 150539 is connected to Node 61098. Node 150539 is connected to Node 86073. Node 150539 is connected to Node 80855. Node 150539 is connected to Node 10976. Node 150539 is connected to Node 40617. Node 150539 is connected to Node 113492. Node 150539 is connected to Node 18400. Node 150539 is connected to Node 36983. Node 2067 is connected to Node 31426. Node 2067 is connected to Node 24919. Node 7574 is connected to Node 86073. Node 7574 is connected to Node 40617. Node 159766 is connected to Node 40617. Node 12829 is connected to Node 2939. Node 12829 is connected to Node 7014. Node 12829 is connected to Node 31426. Node 40617 is connected to Node 25166. Node 40617 is connected to Node 34780. Node 40617 is connected to Node 1874. Node 40617 is connected to Node 10976. Node 40617 is connected to Node 147008. Node 40617 is connected to Node 61098. Node 40617 is connected to Node 148403. Node 40617 is connected to Node 86073. Node 40617 is connected to Node 80855. Node 40617 is connected to Node 66499. Node 40617 is connected to Node 94141. Node 40617 is connected to Node 62791. Node 40617 is connected to Node 110672. Node 40617 is connected to Node 76462. Node 40617 is connected to Node 141131. Node 40617 is connected to Node 47346. Node 40617 is connected to Node 129268. Node 40617 is connected to Node 113492. Node 40617 is connected to Node 16828. Node 40617 is connected to Node 18400. Node 40617 is connected to Node 36983. Node 40617 is connected to Node 11603. Node 61098 is connected to Node 141131. Node 26167 is connected to Node 25166. Node 12984 is connected to Node 147008. Node 12984 is connected to Node 86073. Node 12984 is connected to Node 34780. Node 12984 is connected to Node 47346. Node 12984 is connected to Node 31426. Node 86073 is connected to Node 147008. Node 86073 is connected to Node 113492. Node 86073 is connected to Node 10976. Node 147008 is connected to Node 10976. Node 147008 is connected to Node 47346. Node 31426 is connected to Node 25166. Node 31426 is connected to Node 30417. Node 31426 is connected to Node 1526. Node 31426 is connected to Node 2939. Node 31426 is connected to Node 7014. Node 31426 is connected to Node 24919. Node 31426 is connected to Node 5090. Node 110672 is connected to Node 113492. Node 113492 is connected to Node 80855. Node 113492 is connected to Node 18400. Node 113492 is connected to Node 36983. Node 80855 is connected to Node 10976. Node 24919 is connected to Node 5090. Node 34780 is connected to Node 10976. 
Node to Label Mapping : 
Node 3072: Label 34| Node 63361: Label 34| Node 8960: Label 34| Node 94087: Label 5| Node 150539: Label 34| Node 2067: Label 34| Node 7574: Label 34| Node 159766: Label 39| Node 12829: Label 34| Node 40617: Label 34| Node 61098: Label 13| Node 76462: Label 34| Node 148403: Label 34| Node 26167: Label 5| Node 12984: Label 34| Node 86073: Label 5| Node 16828: Label 8| Node 94141: Label 26| Node 147008: Label 5| Node 31426: Label 34| Node 66499: Label 39| Node 62791: Label 37| Node 141131: Label 34| Node 25166: Label 34| Node 110672: Label 34| Node 30417: Label 34| Node 1874: Label 34| Node 11603: Label 36| Node 113492: Label 34| Node 80855: Label 34| Node 24919: Label 34| Node 34780: Label 34| Node 10976: Label 24| Node 18400: Label 34| Node 5090: Label 34| Node 7014: Label 34| Node 47346: Label ?| Node 129268: Label 34| Node 1526: Label 34| Node 36983: Label 34| Node 2939: Label 34| ```
                                ""","""Label of Node = 34""",
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 168194 is connected to Node 7935. Node 63907 is connected to Node 109931. Node 63907 is connected to Node 7935. Node 115293 is connected to Node 38701. Node 115293 is connected to Node 25482. Node 115293 is connected to Node 18247. Node 18247 is connected to Node 38701. Node 80872 is connected to Node 7935. Node 80872 is connected to Node 38701. Node 80872 is connected to Node 23481. Node 84841 is connected to Node 38701. Node 25482 is connected to Node 38701. Node 109931 is connected to Node 95418. Node 109931 is connected to Node 7935. Node 19351 is connected to Node 7935. Node 23481 is connected to Node 132061. Node 95418 is connected to Node 7935. 
Node to Label Mapping : 
Node 168194: Label 28| Node 63907: Label 28| Node 115293: Label 28| Node 18247: Label ?| Node 80872: Label 28| Node 84841: Label 28| Node 25482: Label 28| Node 109931: Label 28| Node 38701: Label 28| Node 19351: Label 28| Node 23481: Label 28| Node 95418: Label 28| Node 132061: Label 28| Node 7935: Label 28| ```
                                ""","""Label of Node = 28""",
26,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 136958: Label ?| ```
                                ""","""Label of Node = -1""",
33,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 95505: Label ?| ```
                                ""","""Label of Node = -1""",
10,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 30389: Label ?| ```
                                ""","""Label of Node = -1""",
16,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 159848: Label ?| ```
                                ""","""Label of Node = -1""",
