GroundTruth,Parsed Value,Prompt,Response,Error
4,26,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 161826 is connected to Node 70105. Node 128423 is connected to Node 150887. Node 128423 is connected to Node 65555. Node 128423 is connected to Node 126672. Node 128423 is connected to Node 70105. Node 128423 is connected to Node 63572. Node 150887 is connected to Node 50488. Node 150887 is connected to Node 31071. Node 150887 is connected to Node 110962. Node 165357 is connected to Node 63572. Node 65555 is connected to Node 90558. Node 63572 is connected to Node 90558. Node 63572 is connected to Node 143739. Node 63572 is connected to Node 133139. Node 70105 is connected to Node 127836. 
Node to Label Mapping : 
Node 161826: Label 8| Node 128423: Label 26| Node 150887: Label 8| Node 165357: Label 34| Node 126672: Label 26| Node 110962: Label 8| Node 65555: Label 26| Node 63572: Label 26| Node 133139: Label 34| Node 50488: Label 26| Node 70105: Label ?| Node 143739: Label 9| Node 127836: Label 8| Node 90558: Label 24| Node 31071: Label 8| ```
                                ""","""Label of Node = 26""",
14,14,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 35714 is connected to Node 129745. Node 35714 is connected to Node 99422. Node 35714 is connected to Node 49320. Node 35714 is connected to Node 59181. Node 35714 is connected to Node 58002. Node 35714 is connected to Node 117463. Node 35714 is connected to Node 161247. Node 126981 is connected to Node 129745. Node 126981 is connected to Node 5665. Node 30088 is connected to Node 93468. Node 30088 is connected to Node 80420. Node 30088 is connected to Node 117463. Node 58002 is connected to Node 49320. Node 58002 is connected to Node 117463. Node 81685 is connected to Node 93468. Node 93468 is connected to Node 54723. Node 93468 is connected to Node 18868. Node 93468 is connected to Node 43462. Node 93468 is connected to Node 80420. Node 93468 is connected to Node 26142. Node 94621 is connected to Node 129745. Node 94621 is connected to Node 99422. Node 94621 is connected to Node 99815. Node 94621 is connected to Node 154344. Node 94621 is connected to Node 117463. Node 94621 is connected to Node 139999. Node 66719 is connected to Node 80420. Node 5665 is connected to Node 99422. Node 5665 is connected to Node 49320. Node 5665 is connected to Node 99815. Node 5665 is connected to Node 154344. Node 5665 is connected to Node 43462. Node 5665 is connected to Node 117463. Node 5665 is connected to Node 139999. Node 5665 is connected to Node 161247. Node 80420 is connected to Node 54723. Node 80420 is connected to Node 43462. Node 80420 is connected to Node 129745. Node 80420 is connected to Node 117463. Node 49320 is connected to Node 99422. Node 49320 is connected to Node 117463. Node 59181 is connected to Node 99422. Node 59181 is connected to Node 154344. Node 59181 is connected to Node 117463. Node 59181 is connected to Node 139999. Node 63921 is connected to Node 99422. Node 63921 is connected to Node 117463. Node 113717 is connected to Node 117463. Node 113717 is connected to Node 139999. Node 105536 is connected to Node 117463. Node 54723 is connected to Node 99422. Node 54723 is connected to Node 117463. Node 80580 is connected to Node 99422. Node 80580 is connected to Node 99815. Node 80580 is connected to Node 154344. Node 80580 is connected to Node 117463. Node 80580 is connected to Node 139999. Node 43462 is connected to Node 117463. Node 117463 is connected to Node 99422. Node 117463 is connected to Node 99815. Node 139999 is connected to Node 99815. Node 99815 is connected to Node 154344. 
Node to Label Mapping : 
Node 35714: Label 14| Node 126981: Label 14| Node 30088: Label 14| Node 58002: Label 14| Node 81685: Label 14| Node 93468: Label 14| Node 94621: Label ?| Node 26142: Label 14| Node 66719: Label 14| Node 5665: Label 14| Node 80420: Label 14| Node 49320: Label 14| Node 59181: Label 14| Node 63921: Label 14| Node 18868: Label 14| Node 113717: Label 14| Node 105536: Label 14| Node 54723: Label 14| Node 80580: Label 14| Node 43462: Label 14| Node 129745: Label 14| Node 117463: Label 14| Node 99422: Label 14| Node 161247: Label 14| Node 139999: Label 14| Node 99815: Label 14| Node 154344: Label 14| ```
                                ""","""Label of Node = 14""",
5,5,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 115696 is connected to Node 102460. 
Node to Label Mapping : 
Node 115696: Label 5| Node 102460: Label ?| ```
                                ""","""Label of Node = 5""",
24,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 9641 is connected to Node 50639. Node 9258 is connected to Node 50639. Node 48014 is connected to Node 50639. Node 50639 is connected to Node 36858. Node 50639 is connected to Node 19733. 
Node to Label Mapping : 
Node 9641: Label ?| Node 9258: Label 36| Node 48014: Label 24| Node 50639: Label 24| Node 19733: Label 24| Node 36858: Label 24| ```
                                ""","""Label of Node = -1""",
6,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 22035 is connected to Node 4143. Node 22035 is connected to Node 153666. Node 791 is connected to Node 4143. Node 791 is connected to Node 146749. Node 166425 is connected to Node 25208. Node 166425 is connected to Node 4143. Node 166425 is connected to Node 147834. Node 166425 is connected to Node 67166. Node 3482 is connected to Node 121651. Node 3482 is connected to Node 153666. Node 3482 is connected to Node 4143. Node 3482 is connected to Node 67166. Node 3482 is connected to Node 71243. Node 3482 is connected to Node 67287. Node 3482 is connected to Node 15555. Node 157211 is connected to Node 119502. Node 3367 is connected to Node 4143. Node 1320 is connected to Node 4143. Node 1193 is connected to Node 153666. Node 1193 is connected to Node 4143. Node 1193 is connected to Node 71243. Node 1193 is connected to Node 67287. Node 1193 is connected to Node 15555. Node 121258 is connected to Node 4143. Node 4143 is connected to Node 121651. Node 4143 is connected to Node 25208. Node 4143 is connected to Node 153666. Node 4143 is connected to Node 67166. Node 4143 is connected to Node 98786. Node 4143 is connected to Node 162397. Node 4143 is connected to Node 71243. Node 4143 is connected to Node 67287. Node 4143 is connected to Node 133303. Node 4143 is connected to Node 15555. Node 4143 is connected to Node 146749. Node 4143 is connected to Node 3046. Node 4143 is connected to Node 741. Node 4143 is connected to Node 3376. Node 4143 is connected to Node 2352. Node 4143 is connected to Node 1230. Node 2352 is connected to Node 71243. Node 2352 is connected to Node 15555. Node 2352 is connected to Node 146749. Node 3376 is connected to Node 25208. Node 3376 is connected to Node 98786. Node 3376 is connected to Node 71243. Node 3376 is connected to Node 67287. Node 3376 is connected to Node 15555. Node 121651 is connected to Node 153666. Node 121651 is connected to Node 133303. Node 121651 is connected to Node 146749. Node 133303 is connected to Node 67287. Node 133303 is connected to Node 153666. Node 166841 is connected to Node 119502. Node 146749 is connected to Node 153666. Node 153666 is connected to Node 147834. Node 153666 is connected to Node 67287. Node 153666 is connected to Node 15555. Node 119502 is connected to Node 147834. Node 119502 is connected to Node 111718. Node 119502 is connected to Node 741. Node 1230 is connected to Node 25208. Node 67166 is connected to Node 3046. Node 67166 is connected to Node 98786. Node 3046 is connected to Node 25208. 
Node to Label Mapping : 
Node 22035: Label 16| Node 791: Label 16| Node 166425: Label 16| Node 3482: Label 16| Node 157211: Label 24| Node 3367: Label 16| Node 1320: Label 16| Node 1193: Label 16| Node 121258: Label 16| Node 4143: Label 16| Node 2352: Label 16| Node 3376: Label 16| Node 121651: Label 16| Node 133303: Label 16| Node 166841: Label 16| Node 146749: Label 16| Node 153666: Label 16| Node 15555: Label 16| Node 71243: Label 16| Node 119502: Label 16| Node 1230: Label 27| Node 67287: Label 16| Node 162397: Label 16| Node 67166: Label 16| Node 98786: Label 16| Node 741: Label ?| Node 3046: Label 16| Node 111718: Label 16| Node 25208: Label 16| Node 147834: Label 16| ```
                                ""","""Label of Node = 16""",
10,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 140356: Label ?| ```
                                ""","""Label of Node = -1""",
1,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 152738 is connected to Node 90623. Node 38404 is connected to Node 91655. Node 38404 is connected to Node 139836. Node 91655 is connected to Node 90623. 
Node to Label Mapping : 
Node 152738: Label 1| Node 38404: Label 10| Node 91655: Label ?| Node 139836: Label 37| Node 90623: Label 1| ```
                                ""","""Label of Node = -1""",
0,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: 
Node to Label Mapping : 
Node 39849: Label ?| ```
                                ""","""Label of Node = -1""",
23,23,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 161765 is connected to Node 155152. Node 161765 is connected to Node 160499. Node 161765 is connected to Node 41591. Node 28509 is connected to Node 41591. Node 89229 is connected to Node 41591. Node 155152 is connected to Node 41591. Node 160499 is connected to Node 41591. Node 41591 is connected to Node 140253. Node 41591 is connected to Node 48313. 
Node to Label Mapping : 
Node 161765: Label 23| Node 28509: Label 23| Node 89229: Label 23| Node 155152: Label ?| Node 160499: Label 23| Node 41591: Label 23| Node 48313: Label 23| Node 140253: Label 28| ```
                                ""","""Label of Node = 23""",
10,10,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: Node 132960 is connected to Node 60815. Node 150789 is connected to Node 151249. Node 150789 is connected to Node 167177. Node 150789 is connected to Node 156664. Node 150789 is connected to Node 158105. Node 150789 is connected to Node 159441. Node 150789 is connected to Node 151801. Node 98632 is connected to Node 60815. Node 106699 is connected to Node 108538. Node 106699 is connected to Node 98866. Node 106699 is connected to Node 60815. Node 129964 is connected to Node 60815. Node 72986 is connected to Node 66102. Node 60815 is connected to Node 108538. Node 60815 is connected to Node 159441. Node 60815 is connected to Node 144894. Node 60815 is connected to Node 131864. Node 60815 is connected to Node 98866. Node 159441 is connected to Node 66102. Node 98866 is connected to Node 66102. Node 131864 is connected to Node 108538. 
Node to Label Mapping : 
Node 132960: Label 30| Node 150789: Label 10| Node 151801: Label 10| Node 98632: Label 3| Node 167177: Label 24| Node 106699: Label 30| Node 129964: Label 30| Node 72986: Label 10| Node 60815: Label 24| Node 159441: Label ?| Node 98866: Label 24| Node 151249: Label 10| Node 156664: Label 24| Node 66102: Label 10| Node 131864: Label 31| Node 158105: Label 10| Node 108538: Label 30| Node 144894: Label 10| ```
                                ""","""Label of Node = 10""",
