graph_id,sample_size,no_nodes,no_edges,ques_node_id,label
0,96,96,150,5949,2
1,29,29,30,2970,2
2,18,18,17,1019,1
3,109,109,328,11751,2
4,50,50,51,16424,1
5,46,46,60,8551,1
6,43,43,52,1133,1
7,32,32,60,9859,2
8,109,109,153,6898,1
9,28,28,28,8425,2
10,101,101,260,11641,1
11,109,109,154,0,1
12,84,84,97,11324,2
13,26,26,29,13195,1
14,90,90,104,12224,2
15,69,69,74,18259,1
16,19,19,19,9106,1
17,18,18,19,396,2
18,26,26,46,3396,1
19,42,42,68,17789,1
20,44,44,77,18435,1
21,79,79,224,167,2
22,92,92,170,18873,2
23,18,18,20,17743,2
24,86,86,103,13550,1
25,40,40,40,1652,1
26,106,106,241,9943,1
27,98,98,101,7434,2
28,104,104,234,14485,1
29,84,84,97,9905,0
30,68,68,83,1510,2
31,43,43,46,13374,0
32,72,72,74,8323,2
33,90,90,94,9474,2
34,50,50,80,17875,2
35,118,118,414,13121,2
36,15,15,18,5166,0
37,112,112,212,6988,2
38,118,118,251,10728,1
39,35,35,36,19337,2
40,104,104,266,5045,2
41,69,69,86,6638,2
42,58,58,72,17672,2
43,50,50,57,18604,0
44,34,34,33,6900,1
45,42,42,70,8561,1
46,112,112,354,15475,1
47,58,58,94,4524,0
48,28,28,42,3103,1
49,26,26,35,3443,2
