setting,run,graph_id,node_with_question_mark,ground_truth,prompt,response,parsed_response,token_limit_fraction
ff,0,0,1751,2,"Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood"" and node-label mapping in the text enclosed in triple backticks). Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"". 
        ```Adjacency list: {'73': ['449', '797', '1358', '1751'], '449': ['73'], '797': ['73', '1358'], '1358': ['73', '1765', '1546', '1516', '687', '797', '1747', '1751'], '1751': ['73', '1358'], '1765': ['1358'], '1546': ['1358', '687'], '1516': ['1358'], '687': ['1358', '1546'], '1747': ['1358']}
Node to Label Mapping : 
Node 449: Label 2| Node 73: Label 2| Node 1765: Label 2| Node 1358: Label 2| Node 797: Label 2| Node 1751: Label ?| Node 1546: Label 2| Node 687: Label 2| Node 1516: Label 2| Node 1747: Label 2| ```
        ",Label of Node = 2,2,0.0382080078125
ff,0,1,1358,2,"Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood"" and node-label mapping in the text enclosed in triple backticks). Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"". 
        ```Adjacency list: {'687': ['290', '1358', '2359'], '290': ['687', '2359'], '2359': ['290', '687', '797'], '1358': ['687', '1516', '797'], '797': ['2359', '1358'], '1516': ['1358', '2612'], '2612': ['1516']}
Node to Label Mapping : 
Node 290: Label 2| Node 687: Label 2| Node 2359: Label 2| Node 1516: Label 2| Node 1358: Label ?| Node 2612: Label 2| Node 797: Label 2| ```
        ",Label of Node = 2,2,0.030029296875
ff,0,2,1602,0,"Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood"" and node-label mapping in the text enclosed in triple backticks). Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"". 
        ```Adjacency list: {'6': ['1602', '373', '1042', '1416'], '1602': ['6', '1416'], '1416': ['1602', '6', '1924'], '373': ['6', '1042'], '1042': ['6', '373'], '1924': ['1416']}
Node to Label Mapping : 
Node 1602: Label ?| Node 6: Label 0| Node 1416: Label 0| Node 1924: Label 3| Node 373: Label 0| Node 1042: Label 0| ```
        ",Label of Node = 0,0,0.02783203125
ff,0,3,1567,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood"" and node-label mapping in the text enclosed in triple backticks). Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"". 
        ```Adjacency list: {'1654': ['1952', '835', '2034', '1567'], '1952': ['1654'], '835': ['1654'], '2034': ['1654'], '1567': ['1654']}
Node to Label Mapping : 
Node 1952: Label 3| Node 1654: Label 3| Node 835: Label 3| Node 2034: Label 4| Node 1567: Label ?| ```
        ",Label of Node = 3,3,0.024169921875
ff,0,4,1951,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood"" and node-label mapping in the text enclosed in triple backticks). Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"". 
        ```Adjacency list: {'622': ['1952', '1002', '886', '1951'], '1952': ['622', '788', '942', '1002', '1654', '1951', '2204', '2206'], '788': ['1952'], '942': ['1952'], '1002': ['1952', '622'], '1654': ['1952'], '1951': ['1952', '622', '2204', '2206'], '2204': ['1952', '1951', '2521'], '2206': ['1952', '1951', '48'], '886': ['622'], '2521': ['2204'], '48': ['2206']}
Node to Label Mapping : 
Node 1952: Label 3| Node 622: Label 3| Node 788: Label 3| Node 942: Label 3| Node 1002: Label 3| Node 1654: Label 3| Node 1951: Label ?| Node 2204: Label 3| Node 2206: Label 3| Node 886: Label 3| Node 48: Label 3| Node 2521: Label 3| ```
        ",Label of Node = 3,3,0.044189453125
ff,0,5,1666,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood"" and node-label mapping in the text enclosed in triple backticks). Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"". 
        ```Adjacency list: {'1666': ['48'], '48': ['1666', '2041', '2206'], '2041': ['48'], '2206': ['48']}
Node to Label Mapping : 
Node 48: Label 3| Node 1666: Label ?| Node 2041: Label 3| Node 2206: Label 3| ```
        ",Label of Node = 3,3,0.0213623046875
ff,0,6,611,6,"Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood"" and node-label mapping in the text enclosed in triple backticks). Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"". 
        ```Adjacency list: {'611': ['2690'], '2690': ['611']}
Node to Label Mapping : 
Node 2690: Label 6| Node 611: Label ?| ```
        ",Label of Node = 6,6,0.0164794921875
ff,0,7,1002,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood"" and node-label mapping in the text enclosed in triple backticks). Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"". 
        ```Adjacency list: {'622': ['1952', '1002', '886', '1951'], '1952': ['622', '942', '1002', '1951', '2204', '2206'], '942': ['1952'], '1002': ['1952', '622', '141', '2033', '2034'], '1951': ['1952', '622', '2204', '2206'], '2204': ['1952', '1951'], '2206': ['1952', '1951'], '886': ['622'], '141': ['1002', '2034'], '2033': ['1002'], '2034': ['1002', '141', '2041'], '2041': ['2034']}
Node to Label Mapping : 
Node 1952: Label 3| Node 622: Label 3| Node 942: Label 3| Node 1002: Label ?| Node 1951: Label 3| Node 2204: Label 3| Node 2206: Label 3| Node 141: Label 3| Node 2033: Label 3| Node 2034: Label 4| Node 886: Label 3| Node 2041: Label 3| ```
        ",Label of Node = 3,3,0.04541015625
ff,0,8,1493,4,"Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood"" and node-label mapping in the text enclosed in triple backticks). Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"". 
        ```Adjacency list: {'429': ['705', '1669', '38', '1493', '2041'], '705': ['429'], '1669': ['429'], '38': ['429'], '1493': ['429'], '2041': ['429']}
Node to Label Mapping : 
Node 705: Label 4| Node 429: Label 4| Node 1669: Label 0| Node 38: Label 4| Node 1493: Label ?| Node 2041: Label 3| ```
        ",Label of Node = 4,4,0.0255126953125
ff,0,9,2206,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood"" and node-label mapping in the text enclosed in triple backticks). Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"". 
        ```Adjacency list: {'622': ['1952', '1002', '1951'], '1952': ['622', '942', '1002', '1951', '2204', '2206'], '942': ['1952'], '1002': ['1952', '622'], '1951': ['1952', '622', '2204', '2206'], '2204': ['1952', '1951'], '2206': ['1952', '1951', '48'], '48': ['2206']}
Node to Label Mapping : 
Node 1952: Label 3| Node 622: Label 3| Node 942: Label 3| Node 1002: Label 3| Node 1951: Label 3| Node 2204: Label 3| Node 2206: Label ?| Node 48: Label 3| ```
        ",Label of Node = 3,3,0.0347900390625
