GroundTruth,Parsed Value,Prompt,Response
0,0,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 1
Edgelist: [(838, 242), (838, 270), (838, 279), (838, 1131), (838, 2280), (2280, 242), (2280, 270), (2280, 279), (2280, 1131), (1131, 242), (270, 279), (242, 279)]
Node to Label Mapping : 
Node 838: Label 0| Node 2280: Label ?| Node 1131: Label 3| Node 270: Label 0| Node 242: Label 0| Node 279: Label 0| ```
            ""","""Label of Node 2280 = 0"""
4,4,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 2
Edgelist: [(431, 2694), (431, 2695), (2694, 2695)]
Node to Label Mapping : 
Node 431: Label ?| Node 2694: Label 4| Node 2695: Label 4| ```
            ""","""Label of Node 431 = 4"""
1,1,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 3
Edgelist: [(329, 2598)]
Node to Label Mapping : 
Node 329: Label ?| Node 2598: Label 1| ```
            ""","""Label of Node = 1"""
4,4,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 4
Edgelist: [(583, 75), (583, 284), (583, 2224), (583, 2225), (75, 2222), (75, 2224), (75, 2225), (2222, 284), (2222, 2224), (2222, 2225), (2224, 284), (2224, 2225), (2225, 284)]
Node to Label Mapping : 
Node 583: Label 4| Node 75: Label 4| Node 2222: Label ?| Node 2224: Label 4| Node 2225: Label 4| Node 284: Label 4| ```
            ""","""Label of Node 2222 = 4"""
1,1,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 5
Edgelist: [(133, 1623), (133, 1784), (133, 2045), (1072, 1784), (2096, 1784), (1623, 1784), (1784, 2045)]
Node to Label Mapping : 
Node 133: Label 1| Node 1072: Label 2| Node 2096: Label 1| Node 1623: Label ?| Node 1784: Label 1| Node 2045: Label 1| ```
            ""","""Label of Node 1623 = 1"""
4,3,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 6
Edgelist: [(833, 2036), (2034, 2036)]
Node to Label Mapping : 
Node 833: Label 3| Node 2034: Label ?| Node 2036: Label 3| ```
            ""","""Label of Node 2034 = 3"""
5,5,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 7
Edgelist: [(2030, 903), (2031, 903), (446, 903)]
Node to Label Mapping : 
Node 2030: Label 6| Node 2031: Label ?| Node 446: Label 0| Node 903: Label 5| ```
            ""","""Label of Node 2031 = 5"""
3,3,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 8
Edgelist: [(1633, 1096), (1096, 397), (1096, 401), (1096, 411), (1096, 1065), (1065, 401)]
Node to Label Mapping : 
Node 1633: Label ?| Node 1096: Label 3| Node 1065: Label 3| Node 397: Label 3| Node 401: Label 3| Node 411: Label 3| ```
            ""","""Label of Node 1633 = 3"""
6,6,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 9
Edgelist: [(2160, 898), (2160, 1835), (2160, 2157), (898, 1835), (1835, 2157)]
Node to Label Mapping : 
Node 2160: Label 6| Node 898: Label ?| Node 1835: Label 6| Node 2157: Label 6| ```
            ""","""Label of Node 898 = 6"""
3,3,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 10
Edgelist: [(13, 1810), (1808, 962), (1808, 1810), (1809, 962), (1809, 1810), (1810, 27), (1810, 224), (1810, 230), (1810, 351), (1810, 481), (1810, 482), (1810, 511), (1810, 549), (1810, 568), (1810, 576), (1810, 716), (1810, 719), (1810, 790), (1810, 795), (1810, 835), (1810, 962), (1810, 1004), (1810, 1062), (1810, 1095), (1810, 1107), (1810, 1121), (1810, 1299), (1810, 1331), (1810, 1348), (1810, 1576), (1810, 1581), (1810, 1787), (1810, 1811), (1810, 1812), (1810, 1813), (1810, 1814), (1810, 1815), (1810, 1816), (1810, 1817), (1810, 1818), (1810, 1819), (1810, 1820), (1810, 1821), (1810, 1822), (1810, 1823), (1810, 1869), (1811, 1822), (1812, 482), (790, 482), (1814, 482), (1819, 1581), (1821, 716), (549, 230), (549, 511), (1062, 962), (1576, 1331), (835, 1121), (1095, 230)]
Node to Label Mapping : 
Node 13: Label 3| Node 1808: Label 3| Node 1809: Label 3| Node 1810: Label 3| Node 1299: Label 3| Node 1811: Label 3| Node 1812: Label 3| Node 790: Label ?| Node 1813: Label 3| Node 1814: Label 3| Node 1815: Label 3| Node 1816: Label 3| Node 795: Label 3| Node 27: Label 3| Node 1817: Label 3| Node 1818: Label 3| Node 1819: Label 3| Node 1820: Label 3| Node 1821: Label 3| Node 1822: Label 3| Node 1823: Label 3| Node 549: Label 3| Node 1062: Label 3| Node 1576: Label 3| Node 1581: Label 3| Node 1331: Label 3| Node 568: Label 3| Node 576: Label 3| Node 962: Label 3| Node 835: Label 3| Node 1348: Label 3| Node 1095: Label 3| Node 716: Label 3| Node 1869: Label 3| Node 719: Label 1| Node 1107: Label 3| Node 351: Label 3| Node 224: Label 4| Node 481: Label 2| Node 482: Label 3| Node 1121: Label 3| Node 230: Label 3| Node 1004: Label 3| Node 1787: Label 1| Node 511: Label 3| ```
            ""","""Label of Node 790 = 3"""
