GroundTruth,Parsed Value,Prompt,Response
1,1,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 1
Edgelist: Node 384 is connected to Node 1623. Node 384 is connected to Node 1624. 
Node to Label Mapping : 
Node 384: Label 1| Node 1624: Label ?| Node 1623: Label 1| ```
            ""","""Label of Node 1624 = 1"""
2,2,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 2
Edgelist: Node 72 is connected to Node 1103. Node 72 is connected to Node 1358. Node 1358 is connected to Node 1103. 
Node to Label Mapping : 
Node 72: Label 2| Node 1358: Label 2| Node 1103: Label ?| ```
            ""","""Label of Node 1103 = 2"""
3,3,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 3
Edgelist: Node 1221 is connected to Node 729. Node 1221 is connected to Node 981. Node 1221 is connected to Node 1577. Node 1221 is connected to Node 1607. Node 1221 is connected to Node 1949. 
Node to Label Mapping : 
Node 1221: Label ?| Node 1607: Label 3| Node 1577: Label 3| Node 981: Label 3| Node 729: Label 3| Node 1949: Label 3| ```
            ""","""Label of Node 1221 = 3"""
2,5,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 4
Edgelist: Node 2456 is connected to Node 672. Node 2456 is connected to Node 817. 
Node to Label Mapping : 
Node 2456: Label 5| Node 817: Label 2| Node 672: Label ?| ```
            ""","""Label of Node 672 = 5"""
3,3,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 5
Edgelist: Node 2403 is connected to Node 836. Node 708 is connected to Node 836. Node 836 is connected to Node 519. Node 836 is connected to Node 1013. Node 836 is connected to Node 1131. Node 836 is connected to Node 1343. Node 836 is connected to Node 1572. Node 836 is connected to Node 2078. 
Node to Label Mapping : 
Node 2403: Label 3| Node 708: Label 3| Node 836: Label 3| Node 1572: Label 1| Node 519: Label 1| Node 1131: Label ?| Node 1013: Label 0| Node 2078: Label 3| Node 1343: Label 4| ```
            ""","""Label of Node 1131 = 3"""
3,3,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 6
Edgelist: Node 1473 is connected to Node 165. Node 1473 is connected to Node 598. Node 1473 is connected to Node 2706. Node 1473 is connected to Node 2707. Node 165 is connected to Node 598. Node 165 is connected to Node 2706. Node 165 is connected to Node 2707. Node 2706 is connected to Node 2707. Node 2707 is connected to Node 598. 
Node to Label Mapping : 
Node 1473: Label ?| Node 165: Label 3| Node 2706: Label 3| Node 2707: Label 3| Node 598: Label 3| ```
            ""","""Label of Node = 3"""
0,3,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 7
Edgelist: Node 1595 is connected to Node 2246. 
Node to Label Mapping : 
Node 1595: Label 3| Node 2246: Label ?| ```
            ""","""Label of Node 2246 = 3"""
3,6,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 8
Edgelist: Node 1894 is connected to Node 1215. Node 1131 is connected to Node 1215. Node 270 is connected to Node 1215. Node 1203 is connected to Node 1215. 
Node to Label Mapping : 
Node 1894: Label ?| Node 1131: Label 3| Node 270: Label 0| Node 1203: Label 0| Node 1215: Label 6| ```
            ""","""Label of Node 1894 = 6"""
5,0,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 9
Edgelist: Node 1377 is connected to Node 1840. Node 1377 is connected to Node 2068. Node 1377 is connected to Node 2069. Node 1377 is connected to Node 2070. Node 1377 is connected to Node 2388. Node 2069 is connected to Node 2070. 
Node to Label Mapping : 
Node 1377: Label 5| Node 1840: Label ?| Node 2068: Label 0| Node 2069: Label 0| Node 2070: Label 0| Node 2388: Label 5| ```
            ""","""Label of Node 1840 = 0"""
3,3,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Graph 10
Edgelist: Node 2207 is connected to Node 2241. Node 2241 is connected to Node 500. Node 2241 is connected to Node 1191. Node 2241 is connected to Node 1503. Node 2241 is connected to Node 1957. Node 2241 is connected to Node 2242. 
Node to Label Mapping : 
Node 2207: Label 3| Node 2241: Label 3| Node 2242: Label 3| Node 1957: Label 3| Node 1191: Label 3| Node 500: Label ?| Node 1503: Label 3| ```
            ""","""Label of Node 500 = 3"""
