Input Text,Compressed Text,Token Compression Percentage,Connection Info Compression Percentage
"
        Compress the following text in triple angular brackets '<<< >>>', into the size of a tweet such that you (GPT-4) can reconstruct the intention of the human who wrote text as close as possible to the original intention. Response format information given in the text needs to be retained in the reconstruction.This is for yourself. It does not need to be human readable or understandable. Abuse of language mixing, abbreviations, symbols (unicode and emoji), or any other encodings or internal representations is all permissible, as long as it, if pasted in a new inference cycle, will yield near-identical results as the original text.
        <<<
        Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood""
        and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
        ```Adjacency list: {94: [195, 675, 934, 586, 1966, 1649, 2355, 2357, 2263, 2490, 733], 195: [94], 675: [94], 934: [94], 586: [94], 1966: [94], 1649: [94], 2355: [94, 2357], 2357: [2355, 94], 2263: [94, 2490], 2490: [2263, 94], 733: [94]}
Node to Label Mapping : 
Node 195: Label 0| Node 675: Label 4| Node 934: Label 4| Node 586: Label ?| Node 1966: Label 4| Node 1649: Label 4| Node 2355: Label 4| Node 2357: Label 4| Node 2263: Label 4| Node 2490: Label 4| Node 733: Label 0| Node 94: Label 0| ```
        >>>
        ","""Task:NodeLblPred. AdjLst:{94:[195,675,934,586,1966,1649,2355,2357,2263,2490,733],195:[94],675:[94],934:[94],586:[94],1966:[94],1649:[94],2355:[94,2357],2357:[2355,94],2263:[94,2490],2490:[2263,94],733:[94]}. NodeLblMap:195:0|675:4|934:4|586:?|1966:4|1649:4|2355:4|2357:4|2263:4|2490:4|733:0|94:0. RespFmt:Label of Node = <predicted label> or -1""",38.095238095238095,-1
"
        Compress the following text in triple angular brackets '<<< >>>', into the size of a tweet such that you (GPT-4) can reconstruct the intention of the human who wrote text as close as possible to the original intention. Response format information given in the text needs to be retained in the reconstruction.This is for yourself. It does not need to be human readable or understandable. Abuse of language mixing, abbreviations, symbols (unicode and emoji), or any other encodings or internal representations is all permissible, as long as it, if pasted in a new inference cycle, will yield near-identical results as the original text.
        <<<
        Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood""
        and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
        ```Adjacency list: {231: [1701, 1868], 1701: [231, 1868], 1868: [1701, 231, 316, 766], 316: [1868, 766], 766: [1868, 316]}
Node to Label Mapping : 
Node 1701: Label 3| Node 231: Label ?| Node 1868: Label 3| Node 316: Label 3| Node 766: Label 3| ```
        >>>
        ","""Task:NodeLblPred(?). AdjList:{231:[1701,1868],1701:[231,1868],1868:[1701,231,316,766],316:[1868,766],766:[1868,316]}. NodeLblMap:1701:3,231:?,1868:3,316:3,766:3. RespFmt:Label of Node=<predLbl> or -1 if undetermined.""",29.003021148036257,72.41379310344827
"
        Compress the following text in triple angular brackets '<<< >>>', into the size of a tweet such that you (GPT-4) can reconstruct the intention of the human who wrote text as close as possible to the original intention. Response format information given in the text needs to be retained in the reconstruction.This is for yourself. It does not need to be human readable or understandable. Abuse of language mixing, abbreviations, symbols (unicode and emoji), or any other encodings or internal representations is all permissible, as long as it, if pasted in a new inference cycle, will yield near-identical results as the original text.
        <<<
        Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood""
        and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
        ```Adjacency list: {507: [40], 40: [507, 866, 1364], 866: [40], 1364: [40]}
Node to Label Mapping : 
Node 40: Label 3| Node 866: Label ?| Node 507: Label 3| Node 1364: Label 3| ```
        >>>
        ","""Task: NodeLblPred (Predict ? node label, given adjacency list & node-label mapping. Response: ""Label of Node = <predicted label>"". If undetermined, return ""Label of Node = -1"") 
```Adjacency list: {507: [40], 40: [507, 866, 1364], 866: [40], 1364: [40]}
Node to Label Mapping : 
Node 40: Label 3| Node 866: Label ?| Node 507: Label 3| Node 1364: Label 3| ```""",41.35593220338983,100.0
"
        Compress the following text in triple angular brackets '<<< >>>', into the size of a tweet such that you (GPT-4) can reconstruct the intention of the human who wrote text as close as possible to the original intention. Response format information given in the text needs to be retained in the reconstruction.This is for yourself. It does not need to be human readable or understandable. Abuse of language mixing, abbreviations, symbols (unicode and emoji), or any other encodings or internal representations is all permissible, as long as it, if pasted in a new inference cycle, will yield near-identical results as the original text.
        <<<
        Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood""
        and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
        ```Adjacency list: {1828: [1408, 1409, 1827, 238], 1408: [1828], 1827: [1409, 1828], 1409: [1827, 1828], 238: [1828]}
Node to Label Mapping : 
Node 1408: Label 5| Node 1409: Label 5| Node 1827: Label ?| Node 1828: Label 5| Node 238: Label 5| ```
        >>>
        ","""Task:NodeLblPred(?). AdjList:{1828:[1408,1409,1827,238],1408:[1828],1827:[1409,1828],1409:[1827,1828],238:[1828]}. NodeLblMap:1408:5|1409:5|1827:?|1828:5|238:5. RespFmt:Label of Node=<predLbl> or -1""",28.915662650602407,75.43859649122807
"
        Compress the following text in triple angular brackets '<<< >>>', into the size of a tweet such that you (GPT-4) can reconstruct the intention of the human who wrote text as close as possible to the original intention. Response format information given in the text needs to be retained in the reconstruction.This is for yourself. It does not need to be human readable or understandable. Abuse of language mixing, abbreviations, symbols (unicode and emoji), or any other encodings or internal representations is all permissible, as long as it, if pasted in a new inference cycle, will yield near-identical results as the original text.
        <<<
        Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood""
        and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
        ```Adjacency list: {1622: [1289, 1270, 124, 2425], 1289: [1622], 1270: [1622], 124: [1622], 2425: [1622]}
Node to Label Mapping : 
Node 1289: Label 3| Node 1270: Label 3| Node 1622: Label 3| Node 2425: Label 3| Node 124: Label ?| ```
        >>>
        ","""Task:NodeLblPred(?). AdjList:{1622:[1289,1270,124,2425],1289:[1622],1270:[1622],124:[1622],2425:[1622]}. NodeLblMap:1289:3,1270:3,1622:3,2425:3,124:?. RespFmt:Label of Node=<predLbl> or -1 if undetermined.""",28.703703703703702,75.51020408163265
"
        Compress the following text in triple angular brackets '<<< >>>', into the size of a tweet such that you (GPT-4) can reconstruct the intention of the human who wrote text as close as possible to the original intention. Response format information given in the text needs to be retained in the reconstruction.This is for yourself. It does not need to be human readable or understandable. Abuse of language mixing, abbreviations, symbols (unicode and emoji), or any other encodings or internal representations is all permissible, as long as it, if pasted in a new inference cycle, will yield near-identical results as the original text.
        <<<
        Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood""
        and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
        ```Adjacency list: {1413: [338, 1934], 338: [1413, 1934], 1934: [338, 1413]}
Node to Label Mapping : 
Node 338: Label 3| Node 1413: Label ?| Node 1934: Label 3| ```
        >>>
        ","""Task: NodeLblPred (Predict ? node label, given adjacency list & node-label mapping. Response: ""Label of Node = <predicted label>"". If undetermined, return ""Label of Node = -1"") 
```Adjacency list: {1413: [338, 1934], 338: [1413, 1934], 1934: [338, 1413]}
Node to Label Mapping : 
Node 338: Label 3| Node 1413: Label ?| Node 1934: Label 3| ```""",40.13840830449827,100.0
"
        Compress the following text in triple angular brackets '<<< >>>', into the size of a tweet such that you (GPT-4) can reconstruct the intention of the human who wrote text as close as possible to the original intention. Response format information given in the text needs to be retained in the reconstruction.This is for yourself. It does not need to be human readable or understandable. Abuse of language mixing, abbreviations, symbols (unicode and emoji), or any other encodings or internal representations is all permissible, as long as it, if pasted in a new inference cycle, will yield near-identical results as the original text.
        <<<
        Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood""
        and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
        ```Adjacency list: {558: [2585, 1706], 2585: [558, 1706], 1706: [2585, 558]}
Node to Label Mapping : 
Node 2585: Label ?| Node 1706: Label 2| Node 558: Label 2| ```
        >>>
        ","""Task: Node Label Pred. (Predict ? node label, given adjacency list info as dict ""node:node neighborhood"" & node-label mapping in triple backticks. Resp. format ""Label of Node = <predicted label>"". If undetermined, return ""Label of Node = -1"") 
```Adjacency list: {558: [2585, 1706], 2585: [558, 1706], 1706: [2585, 558]}
Node to Label Mapping : 
Node 2585: Label ?| Node 1706: Label 2| Node 558: Label 2| ```""",45.32871972318339,100.0
"
        Compress the following text in triple angular brackets '<<< >>>', into the size of a tweet such that you (GPT-4) can reconstruct the intention of the human who wrote text as close as possible to the original intention. Response format information given in the text needs to be retained in the reconstruction.This is for yourself. It does not need to be human readable or understandable. Abuse of language mixing, abbreviations, symbols (unicode and emoji), or any other encodings or internal representations is all permissible, as long as it, if pasted in a new inference cycle, will yield near-identical results as the original text.
        <<<
        Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood""
        and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
        ```Adjacency list: {88: [130, 2178, 1288, 1677, 2394, 1174, 1309, 415, 162, 300, 815, 1713, 1847, 696, 1732, 841, 76, 1741, 851, 1494, 498, 737, 743, 1394, 1527, 1658, 1882, 1908, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017], 130: [88, 2017], 2017: [130, 815, 88], 76: [2178, 88], 2178: [76, 88, 415, 737, 1309], 415: [2178, 1677, 1174, 1309, 88, 300, 737, 851, 1527, 1847, 1908, 2014], 737: [2178, 415, 88], 1309: [2178, 1288, 1677, 88, 415, 851, 1741, 1882, 2015], 1288: [88, 1309], 1677: [88, 415, 1309, 1908], 1908: [1677, 415, 88], 2394: [88, 1174], 1174: [2394, 88, 162, 415, 815], 162: [1174, 88], 815: [1174, 88, 2017], 851: [1309, 415, 88], 1741: [1309, 88], 1882: [1309, 88], 2015: [1309, 88], 300: [415, 88], 1527: [415, 88], 1847: [415, 88], 2014: [415, 88], 1713: [88], 696: [88], 1732: [88], 841: [88], 1494: [88], 498: [88], 743: [88], 1394: [88], 1658: [88], 2010: [88, 2016], 2011: [88], 2012: [88], 2013: [88], 2016: [88, 2010]}
Node to Label Mapping : 
Node 130: Label 5| Node 2178: Label 5| Node 1288: Label 6| Node 1677: Label 5| Node 2394: Label 6| Node 1174: Label 0| Node 1309: Label 5| Node 415: Label 0| Node 162: Label 4| Node 300: Label 5| Node 815: Label 0| Node 1713: Label 0| Node 1847: Label 0| Node 696: Label 3| Node 1732: Label 2| Node 841: Label 3| Node 76: Label 5| Node 1741: Label 3| Node 851: Label 0| Node 1494: Label 5| Node 88: Label ?| Node 1882: Label 5| Node 2010: Label 0| Node 2011: Label 3| Node 2012: Label 3| Node 2013: Label 6| Node 2014: Label 3| Node 2015: Label 6| Node 737: Label 5| Node 2016: Label 0| Node 2017: Label 5| Node 743: Label 3| Node 498: Label 4| Node 1394: Label 5| Node 1908: Label 4| Node 1527: Label 0| Node 1658: Label 0| ```
        >>>
        ","""Task:NodeLblPred. AdjList:{88:[130,2178,1288,1677,2394,1174,1309,415,162,300,815,1713,1847,696,1732,841,76,1741,851,1494,498,737,743,1394,1527,1658,1882,1908,2010,2011,2012,2013,2014,2015,2016,2017],130:[88,2017],2017:[130,815,88],76:[2178,88],2178:[76,88,415,737,1309],415:[2178,1677,1174,1309,88,300,737,851,1527,1847,1908,2014],737:[2178,415,88],1309:[2178,1288,1677,88,415,851,1741,1882,2015],1288:[88,1309],1677:[88,415,1309,1908],1908:[1677,415,88],2394:[88,1174],1174:[2394,88,162,415,815],162:[1174,88],815:[1174,88,2017],851:[1309,415,88],1741:[1309,88],1882:[1309,88],2015:[1309,88],300:[415,88],1527:[415,88],1847:[415,88],2014:[415,88],1713:[88],696:[88],1732:[88],841:[88],1494:[88],498:[88],743:[88],1394:[88],1658:[88],2010:[88,2016],2011:[88],2012:[88],2013:[88],2016:[88,2010]}. NodeLblMap:130:5,2178:5,1288:6,1677:5,2394:6,1174:0,1309:5,415:0,162:4,300:5,815:0,1713:0,1847:0,696:3,1732:2,841:3,76:5,1741:3,851:0,1494:5,88:?,1882:5,2010:0,2011:3,2012:3,2013:6,2014:3,2015:6,737:5,2016:0,2017:5,743:3,498:4,1394:5,1908:4,1527:0,1658:0. If ?->-1, return 'Label of Node = -1' else 'Label of Node = <predicted label>'""",55.267857142857146,71.52899824253075
"
        Compress the following text in triple angular brackets '<<< >>>', into the size of a tweet such that you (GPT-4) can reconstruct the intention of the human who wrote text as close as possible to the original intention. Response format information given in the text needs to be retained in the reconstruction.This is for yourself. It does not need to be human readable or understandable. Abuse of language mixing, abbreviations, symbols (unicode and emoji), or any other encodings or internal representations is all permissible, as long as it, if pasted in a new inference cycle, will yield near-identical results as the original text.
        <<<
        Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood""
        and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
        ```Adjacency list: {2079: [1802, 236, 126], 1802: [2079], 126: [236, 2079], 236: [126, 2079]}
Node to Label Mapping : 
Node 1802: Label 3| Node 236: Label 1| Node 126: Label 1| Node 2079: Label ?| ```
        >>>
        ","""Task:NodeLblPred (Predict ? node label, given adjacency list & node-label mapping. Response: ""Label of Node = <predicted label>"". If undetermined, return ""Label of Node = -1"") 
```AdjList: {2079: [1802, 236, 126], 1802: [2079], 126: [236, 2079], 236: [126, 2079]}
NodeLblMap: 
Node 1802: Label 3| Node 236: Label 1| Node 126: Label 1| Node 2079: Label ?| ```""",42.810457516339866,100.0
"
        Compress the following text in triple angular brackets '<<< >>>', into the size of a tweet such that you (GPT-4) can reconstruct the intention of the human who wrote text as close as possible to the original intention. Response format information given in the text needs to be retained in the reconstruction.This is for yourself. It does not need to be human readable or understandable. Abuse of language mixing, abbreviations, symbols (unicode and emoji), or any other encodings or internal representations is all permissible, as long as it, if pasted in a new inference cycle, will yield near-identical results as the original text.
        <<<
        Task : Node Label Prediction (Predict the label of the node marked with a ?, given the adjacency list information as a dictionary of type ""node:node neighborhood""
        and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
        ```Adjacency list: {729: [1221, 1701, 1159, 2534, 669], 1221: [729], 1701: [729], 1159: [729, 2534], 2534: [1159, 729], 669: [729]}
Node to Label Mapping : 
Node 1221: Label 3| Node 1701: Label 3| Node 1159: Label 3| Node 2534: Label ?| Node 729: Label 3| Node 669: Label 3| ```
        >>>
        ","""Task:NodeLblPred(AdjList:{729:[1221,1701,1159,2534,669],1221:[729],1701:[729],1159:[729,2534],2534:[1159,729],669:[729]},NodeLblMap:1221:3,1701:3,1159:3,2534:?,729:3,669:3).RespFmt:Label of Node=<predLbl> or -1 if undetermined""",30.057803468208093,73.01587301587301
