133, 452
133, 1623
133, 1777
139, 306
139, 660
139, 1623
660, 1623
1561, 102
1561, 1623
542, 306
542, 1245
542, 1623
2080, 112
2080, 306
2080, 608
2080, 1245
2080, 1770
306, 112
306, 126
306, 350
306, 452
306, 581
306, 608
306, 1245
306, 1770
306, 1772
306, 1775
306, 1779
306, 1782
452, 1623
581, 1623
459, 1623
980, 1623
1623, 102
1623, 112
1623, 126
1623, 350
1623, 608
1623, 1144
1623, 1770
1623, 1772
1623, 1775
1623, 1777
1623, 1778
1623, 1779
1623, 1782
1623, 1783
1245, 1144
1245, 1770
350, 1775
350, 1778
350, 1782
1772, 1782
