GroundTruth,Parsed Value,Prompt,Response
24,30,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(39301, 99509), (76041, 99509), (120588, 34794), (120588, 113095), (120588, 4958), (44179, 99509), (44179, 12441), (44179, 4958), (70933, 12441), (12441, 40062), (12441, 37454), (12441, 161863), (12441, 32215), (12441, 4958), (100130, 99509), (120101, 87868), (120101, 113095), (120101, 4958), (99509, 37454), (99509, 82751), (99509, 83148), (99509, 63542), (63542, 82751), (131255, 4958), (87868, 4958), (113095, 4958), (37454, 4958), (103376, 34794), (103376, 4958), (32215, 4958), (4958, 40062), (4958, 34794), (4958, 43376), (34794, 43376)]
Node to Label Mapping : 
Node 39301: Label 30| Node 76041: Label 30| Node 120588: Label 30| Node 44179: Label 30| Node 70933: Label 30| Node 12441: Label 30| Node 100130: Label ?| Node 120101: Label 30| Node 99509: Label 10| Node 63542: Label 30| Node 131255: Label 30| Node 87868: Label 30| Node 82751: Label 30| Node 113095: Label 30| Node 161863: Label 30| Node 83148: Label 30| Node 37454: Label 30| Node 103376: Label 30| Node 32215: Label 30| Node 4958: Label 30| Node 34794: Label 30| Node 43376: Label 30| Node 40062: Label 24| ```
                                ""","""Label of Node = 30"""
26,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 145780: Label ?| ```
                                ""","""Label of Node = -1"""
24,24,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(138240, 150137), (138240, 93911), (166538, 140178), (147722, 150137), (84365, 150137), (140178, 145335), (140178, 149429), (85394, 150137), (57748, 150137), (75287, 150137), (90014, 150137), (90014, 145335), (90014, 130772), (85282, 150137), (117155, 150137), (21796, 150137), (99965, 150137), (99965, 145335), (142758, 151421), (142758, 149429), (149429, 150137), (145335, 127959), (145335, 130772), (145335, 66158), (145335, 141496), (145335, 75610), (141496, 150137), (120249, 150137), (26181, 150137), (62149, 150137), (102472, 150137), (144072, 150137), (22477, 150137), (74190, 150137), (74190, 144865), (91981, 150137), (146770, 150137), (130772, 150137), (93911, 150137), (127959, 150137), (75610, 150137), (106977, 150137), (72802, 150137), (144865, 150137), (144865, 68863), (149091, 150137), (112357, 150137), (88684, 150137), (66158, 150137), (126324, 150137), (85366, 150137), (59639, 150137), (70904, 150137), (150137, 28413), (150137, 68863)]
Node to Label Mapping : 
Node 138240: Label 24| Node 166538: Label 30| Node 147722: Label 24| Node 84365: Label ?| Node 140178: Label 24| Node 85394: Label 24| Node 57748: Label 24| Node 75287: Label 28| Node 90014: Label 24| Node 85282: Label 30| Node 117155: Label 4| Node 21796: Label 30| Node 99965: Label 24| Node 142758: Label 10| Node 149429: Label 3| Node 145335: Label 16| Node 141496: Label 24| Node 120249: Label 24| Node 26181: Label 24| Node 62149: Label 24| Node 102472: Label 24| Node 144072: Label 24| Node 22477: Label 24| Node 74190: Label 24| Node 91981: Label 16| Node 146770: Label 24| Node 130772: Label 24| Node 93911: Label 23| Node 127959: Label 16| Node 75610: Label 16| Node 106977: Label 16| Node 72802: Label 24| Node 144865: Label 24| Node 149091: Label 24| Node 112357: Label 24| Node 88684: Label 24| Node 151421: Label 10| Node 66158: Label 30| Node 126324: Label 16| Node 85366: Label 24| Node 59639: Label 24| Node 70904: Label 24| Node 150137: Label 24| Node 28413: Label 24| Node 68863: Label 30| ```
                                ""","""Label of Node = 24"""
38,38,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(84993, 159648), (84993, 143865), (21256, 155623), (21256, 159648), (21256, 44742), (21256, 19487), (30094, 159648), (102160, 159648), (9873, 65021), (9873, 159648), (9873, 143865), (53147, 65021), (53147, 119149), (58395, 65021), (58395, 159648), (19487, 65021), (19487, 159648), (19487, 48673), (19487, 44742), (19487, 23542), (159648, 74416), (159648, 119149), (159648, 125774), (159648, 46792), (159648, 102344), (159648, 155623), (159648, 19369), (159648, 143865), (159648, 44742), (159648, 2338), (159648, 140011), (13089, 122960), (13089, 65021), (48673, 122960), (48673, 65021), (2338, 65021), (2338, 44742), (30116, 122960), (102693, 122960), (152358, 122960), (152358, 65021), (19369, 122960), (19369, 65021), (46527, 65021), (34886, 65021), (34886, 45144), (34886, 155623), (44742, 65021), (122960, 65021), (122960, 45144), (122960, 25211), (122960, 119149), (122960, 23542), (45144, 65021), (155623, 143865), (119149, 143865), (25211, 65021)]
Node to Label Mapping : 
Node 84993: Label 38| Node 21256: Label 31| Node 30094: Label 31| Node 102160: Label ?| Node 9873: Label 38| Node 53147: Label 38| Node 58395: Label 38| Node 19487: Label 38| Node 159648: Label 38| Node 13089: Label 37| Node 48673: Label 38| Node 2338: Label 31| Node 30116: Label 37| Node 102693: Label 38| Node 152358: Label 38| Node 19369: Label 29| Node 74416: Label 38| Node 46527: Label 38| Node 34886: Label 38| Node 44742: Label 38| Node 46792: Label 8| Node 102344: Label 3| Node 125774: Label 38| Node 122960: Label 38| Node 45144: Label 38| Node 155623: Label 38| Node 140011: Label 38| Node 119149: Label 38| Node 23542: Label 38| Node 143865: Label 38| Node 25211: Label 37| Node 65021: Label 31| ```
                                ""","""Label of Node = 38"""
31,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 110534: Label ?| ```
                                ""","""Label of Node = -1"""
36,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 149298: Label ?| ```
                                ""","""Label of Node = -1"""
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(106914, 48575), (142506, 48575), (142506, 150511), (150511, 83634), (150511, 67963), (150511, 106205), (150511, 48575), (150511, 122516), (150511, 50064), (50064, 48575), (50064, 67963), (50064, 122516), (50064, 125272), (83634, 136437), (83634, 122516), (83634, 48575), (122516, 67963), (122516, 106205), (122516, 48575), (122516, 125272), (136437, 48575), (125272, 67963), (125272, 48575), (67963, 48575), (106205, 48575), (149918, 48575)]
Node to Label Mapping : 
Node 106914: Label 16| Node 142506: Label 16| Node 150511: Label 16| Node 50064: Label 16| Node 83634: Label 16| Node 122516: Label 16| Node 136437: Label ?| Node 125272: Label 16| Node 67963: Label 16| Node 106205: Label 16| Node 149918: Label 16| Node 48575: Label 16| ```
                                ""","""Label of Node = 16"""
10,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 155565: Label ?| ```
                                ""","""Label of Node = -1"""
9,9,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(45977, 92570), (92570, 10357), (92570, 63799), (92570, 64153), (92570, 89584), (92570, 29893), (92570, 69862), (92570, 2216), (92570, 52776), (92570, 70062), (89372, 119876), (44189, 119876), (9886, 119876), (52776, 119876), (52776, 131939), (23349, 119876), (23349, 92216), (78005, 119876), (92216, 119876), (26301, 119876), (96321, 119876), (119876, 113861), (119876, 5323), (119876, 41416), (119876, 59220), (119876, 118764)]
Node to Label Mapping : 
Node 45977: Label 34| Node 92570: Label 34| Node 64153: Label 26| Node 89372: Label 9| Node 44189: Label 9| Node 9886: Label 34| Node 52776: Label 34| Node 2216: Label 36| Node 70062: Label 34| Node 23349: Label 9| Node 78005: Label 34| Node 63799: Label 28| Node 92216: Label 9| Node 26301: Label 34| Node 96321: Label 9| Node 119876: Label 9| Node 113861: Label 34| Node 29893: Label 8| Node 41416: Label 9| Node 5323: Label ?| Node 59220: Label 13| Node 131939: Label 34| Node 69862: Label 39| Node 118764: Label 36| Node 89584: Label 36| Node 10357: Label 34| ```
                                ""","""Label of Node = 9"""
8,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 150533: Label ?| ```
                                ""","""Label of Node = -1"""
