GroundTruth,Parsed Value,Prompt,Response
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(143106, 54471), (143106, 16016), (143106, 63815), (143106, 89645), (143106, 18162), (24067, 14515), (24067, 51938), (24067, 33245), (24067, 91018), (69122, 91018), (69122, 14688), (41349, 89645), (41349, 91018), (91018, 23850), (91018, 14515), (91018, 63707), (91018, 55872), (91018, 34501), (91018, 16016), (91018, 39974), (91018, 51938), (91018, 33245), (91018, 63815), (91018, 77081), (91018, 14688), (91018, 43333), (91018, 89645), (91018, 68545), (91018, 18162), (91018, 73939), (91018, 27463), (91018, 24895), (91018, 26322), (16016, 89645), (16016, 27463), (23850, 33245), (23850, 27463), (89645, 54471), (89645, 53306), (89645, 53999), (89645, 43333), (14515, 33245), (14515, 63815), (14515, 27463), (68545, 63707), (54471, 14688), (63815, 51938), (63815, 14688), (63815, 18162), (33245, 14688)]
Node to Label Mapping : 
Node 143106: Label 28| Node 24067: Label 28| Node 69122: Label 28| Node 41349: Label 28| Node 91018: Label 28| Node 16016: Label 28| Node 77081: Label 28| Node 39974: Label 28| Node 23850: Label 36| Node 89645: Label 36| Node 14515: Label 28| Node 53306: Label 28| Node 24895: Label 36| Node 55872: Label 19| Node 68545: Label 28| Node 43333: Label 36| Node 34501: Label 28| Node 54471: Label 36| Node 27463: Label 28| Node 63815: Label ?| Node 26322: Label 28| Node 73939: Label 28| Node 63707: Label 8| Node 33245: Label 28| Node 14688: Label 28| Node 51938: Label 28| Node 53999: Label 36| Node 18162: Label 36| ```
                                ""","""Label of Node = 28"""
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(109281, 2135), (30779, 2135), (123767, 2135)]
Node to Label Mapping : 
Node 109281: Label 28| Node 30779: Label ?| Node 123767: Label 28| Node 2135: Label 28| ```
                                ""","""Label of Node = 28"""
8,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 158873: Label ?| ```
                                ""","""Label of Node = -1"""
22,2,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(87648, 139289), (87648, 134568), (8162, 57363), (8162, 75171), (8162, 134568), (75171, 139289), (75171, 134568), (75171, 143992), (54402, 57363), (77026, 134568), (134568, 66484), (134568, 34664), (134568, 57363), (134568, 119385), (134568, 114674), (119385, 143992), (114674, 57363), (114674, 139289), (114674, 143992), (57363, 143992)]
Node to Label Mapping : 
Node 87648: Label ?| Node 8162: Label 2| Node 75171: Label 22| Node 54402: Label 22| Node 77026: Label 22| Node 134568: Label 2| Node 34664: Label 22| Node 119385: Label 2| Node 114674: Label 22| Node 57363: Label 22| Node 66484: Label 22| Node 143992: Label 22| Node 139289: Label 2| ```
                                ""","""Label of Node = 2"""
16,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(133986, 2992), (133986, 106520), (33955, 2992), (58638, 2992), (2992, 36089), (2992, 94874)]
Node to Label Mapping : 
Node 133986: Label 16| Node 33955: Label 24| Node 58638: Label 16| Node 2992: Label 16| Node 106520: Label 16| Node 36089: Label ?| Node 94874: Label 30| ```
                                ""","""Label of Node = -1"""
16,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 91581: Label ?| ```
                                ""","""Label of Node = -1"""
10,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(72906, 86471), (72906, 91146)]
Node to Label Mapping : 
Node 72906: Label 27| Node 91146: Label 19| Node 86471: Label ?| ```
                                ""","""Label of Node = -1"""
38,38,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(63296, 3124), (66977, 128692), (66977, 86752), (66977, 93784), (86752, 128692), (86752, 93784), (49514, 15638), (157966, 3124), (128692, 15638), (128692, 93784), (3124, 56118), (3124, 15638)]
Node to Label Mapping : 
Node 63296: Label 38| Node 66977: Label 31| Node 86752: Label 31| Node 49514: Label 31| Node 157966: Label 38| Node 128692: Label 38| Node 3124: Label ?| Node 15638: Label 31| Node 56118: Label 38| Node 93784: Label 31| ```
                                ""","""Label of Node = 38"""
39,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: []
Node to Label Mapping : 
Node 116586: Label ?| ```
                                ""","""Label of Node = -1"""
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge list: [(55729, 123419), (55729, 163385), (55729, 102814), (55729, 75293)]
Node to Label Mapping : 
Node 55729: Label ?| Node 163385: Label 28| Node 123419: Label 28| Node 75293: Label 28| Node 102814: Label 28| ```
                                ""","""Label of Node = 28"""
