setting,run,graph_id,node_with_question_mark,ground_truth,prompt,response,parsed_response,token_limit_fraction
ego,0,0,512,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 512: Label ?| Node 172: Label 3| Node 240: Label 3| Node 756: Label 3| Node 1472: Label 3| Node 1692: Label 3| Node 256: Label 3| Node 2186: Label 0| Node 2187: Label 3| Node 1423: Label 3| Node 291: Label 3| Node 503: Label 3| Node 574: Label 3| Node 1469: Label 3| Node 1514: Label 3| Node 2302: Label 3| Node 2345: Label 3| Node 2346: Label 3| Node 2347: Label 0| Node 2348: Label 3| Node 2349: Label 3| Node 433: Label 3| Node 885: Label 5| Graph motif information: No of star motifs: 0| No of triangle motifs: 27| Triangle motifs attached to ? node: [['512', '172', '240'], ['512', '172', '1692'], ['512', '172', '756'], ['512', '240', '1472'], ['512', '240', '1692'], ['512', '240', '756'], ['512', '1472', '1692'], ['512', '1472', '756'], ['512', '1692', '756'], ['172', '240', '1692'], ['172', '240', '756'], ['172', '1692', '756'], ['240', '1472', '1692'], ['240', '1472', '756'], ['240', '1692', '756'], ['1472', '1692', '756']]| Star motifs connected to ? node: []| ```
           ",Label of Node = 3,3,0.0587158203125
ego,0,1,1893,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1889: Label 4| Node 429: Label 4| Node 1531: Label 4| Node 1890: Label 4| Node 1891: Label 4| Node 1892: Label 0| Node 1893: Label ?| Node 2034: Label 4| Node 2039: Label 3| Node 2130: Label 4| Node 920: Label 3| Node 316: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 6| Triangle motifs attached to ? node: []| Star motifs connected to ? node: []| ```
           ",Label of Node = -1,-1,0.0281982421875
ego,0,2,1526,0,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 778: Label 6| Node 779: Label 6| Node 1224: Label 0| Node 1370: Label 6| Node 1919: Label 6| Node 1291: Label 6| Node 1660: Label 6| Node 2154: Label 6| Node 661: Label 5| Node 1879: Label 5| Node 682: Label 6| Node 1195: Label 0| Node 868: Label 3| Node 1583: Label 0| Node 2099: Label 0| Node 490: Label 5| Node 1526: Label ?| Node 2425: Label 3| Node 1844: Label 3| Node 2276: Label 3| Node 1587: Label 6| Node 436: Label 3| Node 1131: Label 3| Node 1977: Label 3| Node 1981: Label 0| Node 1975: Label 6| Node 1848: Label 0| Node 1851: Label 6| Node 1341: Label 0| Node 578: Label 5| Node 1732: Label 2| Node 838: Label 0| Node 1222: Label 5| Node 586: Label 0| Node 1110: Label 0| Node 1525: Label 6| Node 2151: Label 6| Node 2152: Label 3| Node 2153: Label 4| Node 2155: Label 0| Node 2156: Label 0| Node 1622: Label 3| Node 988: Label 3| Node 2426: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 23| Triangle motifs attached to ? node: [['2099', '868', '1526'], ['2099', '1526', '2425']]| Star motifs connected to ? node: [['2099', '2425', '490', '868', '1526'], ['1981', '490', '436', '1526'], ['1879', '490', '661', '578', '1526'], ['2425', '1622', '2426', '2099', '1341', '1526']]| ```
           ",Label of Node = 3,3,0.0738525390625
ego,0,3,1176,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1413: Label 3| Node 219: Label 3| Node 251: Label 3| Node 253: Label 3| Node 338: Label 3| Node 402: Label 3| Node 507: Label 3| Node 776: Label 4| Node 812: Label 3| Node 872: Label 4| Node 877: Label 3| Node 1340: Label 3| Node 1363: Label 3| Node 1542: Label 3| Node 1931: Label 3| Node 1933: Label 3| Node 1935: Label 3| Node 1936: Label 3| Node 216: Label 3| Node 297: Label 3| Node 918: Label 3| Node 990: Label 3| Node 1176: Label ?| Node 1177: Label 3| Node 1300: Label 3| Node 1301: Label 3| Node 1334: Label 3| Node 1477: Label 3| Node 1577: Label 3| Node 1607: Label 3| Node 1939: Label 3| Node 1940: Label 3| Node 1941: Label 3| Node 1942: Label 3| Node 1943: Label 3| Node 2508: Label 3| Node 295: Label 3| Node 40: Label 3| Node 1211: Label 3| Node 254: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 64| Triangle motifs attached to ? node: [['877', '1542', '1935'], ['877', '1542', '1176'], ['877', '1935', '1176'], ['1542', '1935', '1176']]| Star motifs connected to ? node: []| ```
           ",Label of Node = 3,3,0.0626220703125
ego,0,4,574,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 512: Label 3| Node 172: Label 3| Node 240: Label 3| Node 756: Label 3| Node 1472: Label 3| Node 1692: Label 3| Node 2186: Label 0| Node 2187: Label 3| Node 1423: Label 3| Node 1810: Label 3| Node 576: Label 3| Node 665: Label 4| Node 291: Label 3| Node 503: Label 3| Node 574: Label ?| Node 1469: Label 3| Node 1514: Label 3| Node 2302: Label 3| Node 2345: Label 3| Node 2346: Label 3| Node 2347: Label 0| Node 2348: Label 3| Node 2349: Label 3| Node 2335: Label 4| Node 2001: Label 4| Node 429: Label 4| Node 2044: Label 3| Node 1986: Label 3| Node 2002: Label 4| Node 2003: Label 3| Node 2121: Label 4| Node 2378: Label 4| Node 2123: Label 4| Node 91: Label 4| Node 2380: Label 4| Node 2379: Label 4| Node 2381: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 36| Triangle motifs attached to ? node: []| Star motifs connected to ? node: [['574', '1692', '576', '2001'], ['576', '2348', '1810', '503', '665', '574']]| ```
           ",Label of Node = 4,4,0.0587158203125
ego,0,5,807,5,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1028: Label 5| Node 661: Label 5| Node 1168: Label 5| Node 1955: Label 5| Node 97: Label 5| Node 344: Label 5| Node 807: Label ?| Node 830: Label 6| Node 935: Label 5| Node 1045: Label 1| Node 1353: Label 5| Node 1878: Label 5| Node 1879: Label 5| Node 1880: Label 5| Node 1881: Label 5| Node 1882: Label 5| Node 1883: Label 5| Node 1884: Label 5| Node 1885: Label 5| Node 1179: Label 5| Node 1954: Label 5| Node 1956: Label 5| Node 676: Label 5| Node 1226: Label 5| Node 2235: Label 5| Node 2528: Label 5| Graph motif information: No of star motifs: 0| No of triangle motifs: 8| Triangle motifs attached to ? node: [['1226', '1955', '807'], ['1226', '1955', '1956'], ['1226', '807', '1956'], ['1955', '807', '1956']]| Star motifs connected to ? node: []| ```
           ",Label of Node = 5,5,0.0484619140625
ego,0,6,2379,4,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1810: Label 3| Node 1107: Label 3| Node 2335: Label 4| Node 2001: Label 4| Node 2348: Label 3| Node 429: Label 4| Node 2044: Label 3| Node 574: Label 3| Node 1986: Label 3| Node 2002: Label 4| Node 2003: Label 3| Node 2243: Label 3| Node 2121: Label 4| Node 2378: Label 4| Node 2379: Label ?| Node 2123: Label 4| Node 91: Label 4| Node 2380: Label 4| Node 2381: Label 3| Node 503: Label 3| Node 598: Label 3| Node 605: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 9| Triangle motifs attached to ? node: [['2001', '2002', '2379']]| Star motifs connected to ? node: [['1107', '1810', '605', '2243', '598', '2379']]| ```
           ",Label of Node = 4,4,0.042724609375
ego,0,7,1029,5,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1538: Label 5| Node 118: Label 6| Node 388: Label 5| Node 1029: Label ?| Node 2166: Label 5| Node 1690: Label 5| Node 2112: Label 6| Node 554: Label 3| Node 1851: Label 6| Node 446: Label 0| Node 1507: Label 0| Node 1343: Label 4| Node 255: Label 4| Node 2165: Label 6| Node 2030: Label 6| Node 581: Label 1| Node 454: Label 5| Node 1616: Label 6| Node 842: Label 0| Node 2010: Label 0| Graph motif information: No of star motifs: 0| No of triangle motifs: 10| Triangle motifs attached to ? node: [['1029', '118', '2166']]| Star motifs connected to ? node: []| ```
           ",Label of Node = 5,5,0.03759765625
ego,0,8,1780,1,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 384: Label 1| Node 1623: Label 1| Node 1624: Label 1| Node 133: Label 1| Node 109: Label 1| Node 452: Label 1| Node 1777: Label 1| Node 1784: Label 1| Node 2045: Label 1| Node 638: Label 4| Node 1773: Label 1| Node 139: Label 1| Node 18: Label 1| Node 103: Label 1| Node 306: Label 1| Node 660: Label 1| Node 910: Label 1| Node 1780: Label ?| Node 1783: Label 1| Node 1767: Label 1| Node 887: Label 1| Node 1560: Label 1| Node 1786: Label 1| Node 487: Label 1| Node 112: Label 1| Node 1705: Label 1| Node 1772: Label 1| Node 1782: Label 1| Node 1785: Label 4| Node 317: Label 4| Node 1045: Label 1| Node 153: Label 1| Node 459: Label 1| Node 1561: Label 1| Node 102: Label 1| Node 409: Label 1| Node 542: Label 1| Node 1769: Label 1| Node 1779: Label 1| Node 1787: Label 1| Node 1789: Label 1| Node 556: Label 1| Node 1196: Label 4| Node 126: Label 1| Node 350: Label 1| Node 581: Label 1| Node 608: Label 1| Node 719: Label 1| Node 1251: Label 1| Node 1770: Label 1| Node 1771: Label 1| Node 1775: Label 1| Node 1781: Label 1| Node 314: Label 3| Node 589: Label 1| Node 980: Label 1| Node 1144: Label 1| Node 1768: Label 1| Node 1774: Label 4| Node 1776: Label 1| Node 1778: Label 1| Node 1505: Label 1| Node 1788: Label 1| Graph motif information: No of star motifs: 0| No of triangle motifs: 52| Triangle motifs attached to ? node: [['1773', '1623', '1780'], ['1623', '139', '1780']]| Star motifs connected to ? node: [['1773', '1623', '487', '1789', '1045', '638', '1780']]| ```
           ",Label of Node = 1,1,0.0867919921875
ego,0,9,486,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 486: Label ?| Node 435: Label 4| Node 2077: Label 3| Node 2667: Label 3| Node 2668: Label 3| Node 733: Label 0| Node 45: Label 3| Node 1704: Label 3| Node 1912: Label 0| Node 1020: Label 3| Node 2075: Label 3| Node 2076: Label 3| Node 14: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 9| Triangle motifs attached to ? node: [['486', '2668', '2667']]| Star motifs connected to ? node: [['435', '733', '1912', '486']]| ```
           ",Label of Node = -1,-1,0.03173828125
