2305, 1909
771, 55
771, 65
771, 1156
1156, 55
1156, 65
1285, 2182
2182, 52
2182, 95
2182, 239
2182, 415
2182, 525
2182, 858
2182, 1139
2182, 1515
2182, 1838
2182, 2072
2182, 2131
2182, 2133
2182, 2172
2182, 2180
2182, 2198
2182, 2231
2182, 2232
2182, 2233
2180, 525
139, 306
139, 910
139, 1623
1293, 65
1293, 2418
910, 239
910, 306
910, 887
910, 1623
910, 2085
525, 415
525, 1628
525, 2172
1171, 1909
543, 65
2085, 306
1069, 239
1838, 95
306, 887
52, 1139
52, 2172
55, 2021
1848, 1376
1848, 1909
1848, 2419
2232, 1376
569, 1759
57, 2418
572, 2418
65, 239
65, 619
65, 1628
65, 2021
65, 2418
65, 2419
1220, 239
1358, 1759
211, 1909
2131, 2133
1623, 887
1624, 887
1628, 95
1628, 1139
1628, 2021
1628, 2172
1759, 239
1759, 493
1376, 239
2021, 239
2021, 2418
619, 239
1131, 1909
239, 887
239, 1274
239, 1909
239, 2418
