2304, 733
1160, 401
1160, 733
1160, 794
1160, 2268
511, 549
511, 1810
13, 1810
1294, 733
1808, 962
1808, 1810
401, 733
1810, 27
1810, 224
1810, 230
1810, 351
1810, 481
1810, 482
1810, 549
1810, 568
1810, 576
1810, 716
1810, 719
1810, 790
1810, 795
1810, 835
1810, 962
1810, 1004
1810, 1062
1810, 1095
1810, 1107
1810, 1121
1810, 1299
1810, 1331
1810, 1348
1810, 1576
1810, 1581
1810, 1787
1810, 1809
1810, 1811
1810, 1812
1810, 1813
1810, 1814
1810, 1815
1810, 1816
1810, 1817
1810, 1818
1810, 1819
1810, 1820
1810, 1821
1810, 1822
1810, 1823
1810, 1869
1682, 733
1682, 2291
1809, 962
790, 482
1811, 1822
1812, 482
1817, 733
794, 733
1818, 733
1814, 482
1819, 1581
1821, 716
549, 230
678, 377
678, 733
1062, 733
1062, 962
1062, 1192
1192, 733
1576, 1331
45, 733
45, 2303
1329, 733
435, 733
2303, 733
835, 1121
1348, 218
1095, 230
2008, 733
2008, 2301
218, 482
218, 733
2011, 733
2268, 383
2268, 733
2268, 2291
733, 94
733, 377
733, 383
733, 759
733, 862
733, 1265
733, 2035
733, 2291
733, 2301
733, 2302
481, 2291
1265, 377
1265, 2291
2291, 377
