GroundTruth,Parsed Value,Prompt,Response
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge connections (source node - target node): Node 143106 is connected to Node 54471. Node 143106 is connected to Node 16016. Node 143106 is connected to Node 63815. Node 143106 is connected to Node 89645. Node 143106 is connected to Node 18162. Node 24067 is connected to Node 14515. Node 24067 is connected to Node 51938. Node 24067 is connected to Node 33245. Node 24067 is connected to Node 91018. Node 69122 is connected to Node 91018. Node 69122 is connected to Node 14688. Node 41349 is connected to Node 89645. Node 41349 is connected to Node 91018. Node 91018 is connected to Node 23850. Node 91018 is connected to Node 14515. Node 91018 is connected to Node 63707. Node 91018 is connected to Node 55872. Node 91018 is connected to Node 34501. Node 91018 is connected to Node 16016. Node 91018 is connected to Node 39974. Node 91018 is connected to Node 51938. Node 91018 is connected to Node 33245. Node 91018 is connected to Node 63815. Node 91018 is connected to Node 77081. Node 91018 is connected to Node 14688. Node 91018 is connected to Node 43333. Node 91018 is connected to Node 89645. Node 91018 is connected to Node 68545. Node 91018 is connected to Node 18162. Node 91018 is connected to Node 73939. Node 91018 is connected to Node 27463. Node 91018 is connected to Node 24895. Node 91018 is connected to Node 26322. Node 16016 is connected to Node 89645. Node 16016 is connected to Node 27463. Node 23850 is connected to Node 33245. Node 23850 is connected to Node 27463. Node 89645 is connected to Node 54471. Node 89645 is connected to Node 53306. Node 89645 is connected to Node 53999. Node 89645 is connected to Node 43333. Node 14515 is connected to Node 33245. Node 14515 is connected to Node 63815. Node 14515 is connected to Node 27463. Node 68545 is connected to Node 63707. Node 54471 is connected to Node 14688. Node 63815 is connected to Node 51938. Node 63815 is connected to Node 14688. Node 63815 is connected to Node 18162. Node 33245 is connected to Node 14688. 
Node to Label Mapping : 
Node 143106: Label 28| Node 24067: Label 28| Node 69122: Label 28| Node 41349: Label 28| Node 91018: Label 28| Node 16016: Label 28| Node 77081: Label 28| Node 39974: Label 28| Node 23850: Label 36| Node 89645: Label 36| Node 14515: Label 28| Node 53306: Label 28| Node 24895: Label 36| Node 55872: Label 19| Node 68545: Label 28| Node 43333: Label 36| Node 34501: Label 28| Node 54471: Label 36| Node 27463: Label 28| Node 63815: Label ?| Node 26322: Label 28| Node 73939: Label 28| Node 63707: Label 8| Node 33245: Label 28| Node 14688: Label 28| Node 51938: Label 28| Node 53999: Label 36| Node 18162: Label 36| ```
                                ""","""Label of Node = 28"""
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge connections (source node - target node): Node 109281 is connected to Node 2135. Node 30779 is connected to Node 2135. Node 123767 is connected to Node 2135. 
Node to Label Mapping : 
Node 109281: Label 28| Node 30779: Label ?| Node 123767: Label 28| Node 2135: Label 28| ```
                                ""","""Label of Node = 28"""
8,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge connections (source node - target node): 
Node to Label Mapping : 
Node 158873: Label ?| ```
                                ""","""Label of Node = -1"""
22,2,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge connections (source node - target node): Node 87648 is connected to Node 139289. Node 87648 is connected to Node 134568. Node 8162 is connected to Node 57363. Node 8162 is connected to Node 75171. Node 8162 is connected to Node 134568. Node 75171 is connected to Node 139289. Node 75171 is connected to Node 134568. Node 75171 is connected to Node 143992. Node 54402 is connected to Node 57363. Node 77026 is connected to Node 134568. Node 134568 is connected to Node 66484. Node 134568 is connected to Node 34664. Node 134568 is connected to Node 57363. Node 134568 is connected to Node 119385. Node 134568 is connected to Node 114674. Node 119385 is connected to Node 143992. Node 114674 is connected to Node 57363. Node 114674 is connected to Node 139289. Node 114674 is connected to Node 143992. Node 57363 is connected to Node 143992. 
Node to Label Mapping : 
Node 87648: Label ?| Node 8162: Label 2| Node 75171: Label 22| Node 54402: Label 22| Node 77026: Label 22| Node 134568: Label 2| Node 34664: Label 22| Node 119385: Label 2| Node 114674: Label 22| Node 57363: Label 22| Node 66484: Label 22| Node 143992: Label 22| Node 139289: Label 2| ```
                                ""","""Label of Node = 2"""
16,16,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge connections (source node - target node): Node 133986 is connected to Node 2992. Node 133986 is connected to Node 106520. Node 33955 is connected to Node 2992. Node 58638 is connected to Node 2992. Node 2992 is connected to Node 36089. Node 2992 is connected to Node 94874. 
Node to Label Mapping : 
Node 133986: Label 16| Node 33955: Label 24| Node 58638: Label 16| Node 2992: Label 16| Node 106520: Label 16| Node 36089: Label ?| Node 94874: Label 30| ```
                                ""","""Label of Node = 16"""
16,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge connections (source node - target node): 
Node to Label Mapping : 
Node 91581: Label ?| ```
                                ""","""Label of Node = -1"""
10,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge connections (source node - target node): Node 72906 is connected to Node 86471. Node 72906 is connected to Node 91146. 
Node to Label Mapping : 
Node 72906: Label 27| Node 91146: Label 19| Node 86471: Label ?| ```
                                ""","""Label of Node = -1"""
38,38,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge connections (source node - target node): Node 63296 is connected to Node 3124. Node 66977 is connected to Node 128692. Node 66977 is connected to Node 86752. Node 66977 is connected to Node 93784. Node 86752 is connected to Node 128692. Node 86752 is connected to Node 93784. Node 49514 is connected to Node 15638. Node 157966 is connected to Node 3124. Node 128692 is connected to Node 15638. Node 128692 is connected to Node 93784. Node 3124 is connected to Node 56118. Node 3124 is connected to Node 15638. 
Node to Label Mapping : 
Node 63296: Label 38| Node 66977: Label 31| Node 86752: Label 31| Node 49514: Label 31| Node 157966: Label 38| Node 128692: Label 38| Node 3124: Label ?| Node 15638: Label 31| Node 56118: Label 38| Node 93784: Label 31| ```
                                ""","""Label of Node = 38"""
39,-1,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge connections (source node - target node): 
Node to Label Mapping : 
Node 116586: Label ?| ```
                                ""","""Label of Node = -1"""
28,28,"""
                                Task : Node Label Prediction (Predict the label of the node marked with a ?, given the edge connectivity information and node-label mapping in the text enclosed in triple backticks. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"") 
                                ```Edge connections (source node - target node): Node 55729 is connected to Node 123419. Node 55729 is connected to Node 163385. Node 55729 is connected to Node 102814. Node 55729 is connected to Node 75293. 
Node to Label Mapping : 
Node 55729: Label ?| Node 163385: Label 28| Node 123419: Label 28| Node 75293: Label 28| Node 102814: Label 28| ```
                                ""","""Label of Node = 28"""
