2304, 733
1797, 1012
1797, 1336
1926, 69
1926, 2189
1160, 401
1160, 733
1160, 794
1160, 2268
2189, 69
2189, 454
2189, 847
2189, 1395
2189, 1682
1294, 733
2319, 695
2319, 1681
2319, 1682
2320, 1681
2320, 1682
2321, 1682
2321, 2266
1682, 407
1682, 695
1682, 733
1682, 948
1682, 1012
1682, 2291
1681, 407
1681, 409
1681, 695
1681, 948
1681, 1012
401, 733
407, 409
407, 695
794, 733
1817, 733
1818, 733
678, 377
678, 733
1062, 733
1062, 1192
1192, 733
45, 733
45, 2303
1329, 733
435, 733
948, 695
948, 1395
695, 1012
695, 1336
695, 1790
695, 1998
1336, 1012
2233, 2291
2302, 733
2303, 733
715, 2291
2008, 733
2008, 2301
218, 733
2011, 733
2268, 383
2268, 733
2268, 2291
733, 94
733, 377
733, 383
733, 759
733, 862
733, 1265
733, 2035
733, 2291
733, 2301
2266, 1395
481, 2291
1265, 377
1265, 2291
2291, 377
2291, 2292
