setting,run,graph_id,node_with_question_mark,ground_truth,prompt,response,parsed_response,token_limit_fraction
ego,1,0,2027,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 2578: Label 0| Node 27: Label 3| Node 2360: Label 0| Node 149: Label 0| Node 2025: Label 0| Node 606: Label 0| Node 671: Label 5| Node 938: Label 3| Node 618: Label 3| Node 2027: Label ?| Node 2230: Label 3| Node 1583: Label 0| Node 1120: Label 0| Node 2611: Label 3| Node 1239: Label 3| Node 572: Label 0| Node 1357: Label 0| Node 1110: Label 0| Node 743: Label 3| Node 2009: Label 3| Node 1498: Label 3| Node 2026: Label 1| Node 2028: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 4| Triangle motifs attached to ? node: []| Star motifs connected to ? node: [['2027', '938', '2360', '1239', '2025'], ['938', '618', '2230', '2027'], ['1239', '743', '2611', '2027']]| ```
           ",Label of Node = 3,3,0.04541015625
ego,1,1,79,0,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1248: Label 1| Node 603: Label 3| Node 2045: Label 1| Node 522: Label 4| Node 2097: Label 0| Node 716: Label 3| Node 1821: Label 3| Node 79: Label ?| Node 975: Label 0| Node 2098: Label 0| Node 1873: Label 3| Node 795: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 2| Triangle motifs attached to ? node: []| Star motifs connected to ? node: [['2097', '522', '975', '2098', '79']]| ```
           ",Label of Node = 0,0,0.02978515625
ego,1,2,657,2,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 513: Label 2| Node 565: Label 2| Node 657: Label ?| Node 1528: Label 2| Node 1154: Label 2| Node 357: Label 2| Node 1358: Label 2| Node 1155: Label 2| Node 1229: Label 2| Node 2439: Label 2| Node 867: Label 2| Node 2530: Label 2| Node 2652: Label 2| Node 2440: Label 2| Node 2441: Label 2| Node 2442: Label 2| Node 2614: Label 2| Node 1035: Label 2| Node 915: Label 2| Node 1740: Label 2| Node 268: Label 2| Node 1804: Label 2| Node 1072: Label 2| Node 871: Label 2| Node 1254: Label 2| Node 1729: Label 2| Node 2522: Label 2| Node 2523: Label 2| Node 1308: Label 2| Node 1627: Label 2| Node 1568: Label 2| Node 1725: Label 2| Node 312: Label 2| Node 1013: Label 0| Node 1625: Label 2| Node 2389: Label 2| Node 2390: Label 2| Node 2391: Label 2| Node 2392: Label 2| Node 1384: Label 2| Node 1506: Label 2| Node 1749: Label 2| Node 2656: Label 2| Node 1252: Label 2| Graph motif information: No of star motifs: 0| No of triangle motifs: 29| Triangle motifs attached to ? node: [['867', '657', '2522'], ['867', '657', '1229'], ['867', '657', '2523'], ['867', '657', '871'], ['867', '657', '2442'], ['867', '657', '2440'], ['867', '1229', '871'], ['867', '1229', '2442'], ['867', '1229', '2440'], ['657', '1229', '1254'], ['657', '1229', '871'], ['657', '1229', '2442'], ['657', '1229', '2440']]| Star motifs connected to ? node: [['2522', '2656', '867', '657']]| ```
           ",Label of Node = 2,2,0.0804443359375
ego,1,3,2138,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 519: Label 1| Node 598: Label 3| Node 521: Label 3| Node 143: Label 3| Node 316: Label 3| Node 1937: Label 3| Node 548: Label 1| Node 1297: Label 3| Node 766: Label 3| Node 1299: Label 3| Node 2707: Label 3| Node 165: Label 3| Node 1473: Label 3| Node 1301: Label 3| Node 24: Label 3| Node 201: Label 3| Node 1636: Label 3| Node 157: Label 3| Node 1870: Label 3| Node 1821: Label 3| Node 1823: Label 3| Node 547: Label 3| Node 809: Label 0| Node 843: Label 3| Node 1523: Label 0| Node 2138: Label ?| Node 1573: Label 3| Node 297: Label 3| Node 944: Label 3| Node 48: Label 3| Node 845: Label 3| Node 968: Label 1| Node 1864: Label 3| Node 869: Label 3| Node 1100: Label 3| Node 1107: Label 3| Node 1875: Label 3| Node 480: Label 2| Node 637: Label 3| Node 1003: Label 2| Graph motif information: No of star motifs: 0| No of triangle motifs: 18| Triangle motifs attached to ? node: []| Star motifs connected to ? node: [['2138', '548', '944', '598'], ['548', '809', '1523', '843', '1937', '2138']]| ```
           ",Label of Node = 1,1,0.0606689453125
ego,1,4,1942,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1413: Label 3| Node 219: Label 3| Node 251: Label 3| Node 338: Label 3| Node 402: Label 3| Node 776: Label 4| Node 812: Label 3| Node 872: Label 4| Node 877: Label 3| Node 1340: Label 3| Node 1542: Label 3| Node 1931: Label 3| Node 1935: Label 3| Node 1936: Label 3| Node 216: Label 3| Node 297: Label 3| Node 918: Label 3| Node 990: Label 3| Node 1176: Label 3| Node 1177: Label 3| Node 1300: Label 3| Node 1301: Label 3| Node 1334: Label 3| Node 1477: Label 3| Node 1577: Label 3| Node 1607: Label 3| Node 1939: Label 3| Node 1940: Label 3| Node 1941: Label 3| Node 1942: Label ?| Node 1943: Label 3| Node 914: Label 3| Node 150: Label 3| Node 875: Label 3| Node 310: Label 3| Node 1945: Label 3| Node 1950: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 40| Triangle motifs attached to ? node: []| Star motifs connected to ? node: [['1942', '1542', '150', '875'], ['150', '310', '914', '1942']]| ```
           ",Label of Node = 3,3,0.0572509765625
ego,1,5,39,4,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 22: Label 4| Node 39: Label ?| Node 1234: Label 4| Node 1702: Label 4| Node 1703: Label 4| Node 2238: Label 4| Node 1050: Label 4| Node 1320: Label 4| Node 1634: Label 4| Node 1532: Label 4| Node 2648: Label 4| Node 1697: Label 3| Node 1522: Label 4| Node 1349: Label 4| Node 1965: Label 4| Node 2357: Label 4| Node 2684: Label 4| Node 1964: Label 4| Node 2355: Label 4| Node 94: Label 0| Node 2356: Label 0| Node 1846: Label 3| Node 1461: Label 4| Node 82: Label 4| Node 2393: Label 4| Node 2680: Label 4| Graph motif information: No of star motifs: 0| No of triangle motifs: 11| Triangle motifs attached to ? node: [['1634', '1349', '39']]| Star motifs connected to ? node: [['1522', '1697', '2680', '39'], ['1634', '1461', '1050', '1349', '82', '2393', '39']]| ```
           ",Label of Node = 4,4,0.049560546875
ego,1,6,702,6,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 777: Label 0| Node 702: Label ?| Node 778: Label 6| Node 779: Label 6| Node 1224: Label 0| Node 1370: Label 6| Node 1914: Label 6| Node 1919: Label 6| Node 1592: Label 6| Node 1973: Label 6| Node 2069: Label 0| Node 1377: Label 5| Node 2070: Label 0| Node 2100: Label 5| Node 2101: Label 5| Node 822: Label 5| Node 1637: Label 0| Node 993: Label 6| Node 1368: Label 5| Node 2155: Label 0| Node 1911: Label 5| Node 2553: Label 5| Graph motif information: No of star motifs: 0| No of triangle motifs: 17| Triangle motifs attached to ? node: [['2070', '2069', '702']]| Star motifs connected to ? node: []| ```
           ",Label of Node = 0,0,0.0400390625
ego,1,7,553,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 277: Label 3| Node 160: Label 3| Node 553: Label ?| Node 696: Label 3| Node 973: Label 5| Node 1869: Label 3| Node 743: Label 3| Node 745: Label 3| Node 1986: Label 3| Node 2000: Label 3| Node 2009: Label 3| Node 366: Label 3| Node 1127: Label 3| Node 1583: Label 0| Node 1995: Label 3| Node 376: Label 5| Node 1013: Label 0| Node 1120: Label 0| Node 1224: Label 0| Node 2025: Label 0| Graph motif information: No of star motifs: 0| No of triangle motifs: 23| Triangle motifs attached to ? node: [['277', '553', '160'], ['1995', '1583', '553'], ['1995', '745', '553'], ['1583', '1127', '553'], ['1583', '553', '366'], ['745', '1127', '553'], ['745', '553', '366'], ['745', '553', '2009'], ['745', '553', '160'], ['745', '2009', '160'], ['553', '2009', '160']]| Star motifs connected to ? node: [['277', '696', '973', '160', '1869', '553']]| ```
           ",Label of Node = 3,3,0.0516357421875
ego,1,8,1336,4,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1665: Label 3| Node 2034: Label 4| Node 382: Label 3| Node 1026: Label 3| Node 1797: Label 1| Node 306: Label 1| Node 1012: Label 4| Node 1072: Label 2| Node 1336: Label ?| Node 2088: Label 1| Node 1417: Label 4| Node 1452: Label 4| Node 1929: Label 3| Node 141: Label 3| Node 740: Label 4| Node 1002: Label 3| Node 14: Label 3| Node 158: Label 3| Node 2319: Label 1| Node 695: Label 3| Node 1681: Label 3| Node 1682: Label 0| Node 1807: Label 3| Node 429: Label 4| Node 407: Label 3| Node 948: Label 0| Node 2039: Label 3| Node 1889: Label 4| Node 2042: Label 3| Node 788: Label 3| Node 2033: Label 3| Node 2041: Label 3| Node 1812: Label 3| Node 791: Label 3| Node 2130: Label 4| Node 2040: Label 4| Node 2295: Label 0| Node 86: Label 4| Node 417: Label 3| Node 1319: Label 3| Node 1448: Label 1| Node 1015: Label 4| Node 49: Label 4| Node 691: Label 4| Node 1968: Label 4| Node 1790: Label 1| Node 1998: Label 5| Node 2032: Label 3| Node 1983: Label 0| Node 841: Label 3| Node 1614: Label 3| Node 1891: Label 4| Node 1497: Label 3| Node 224: Label 4| Node 1894: Label 3| Node 617: Label 3| Node 1270: Label 3| Node 1273: Label 3| Node 1654: Label 3| Node 2035: Label 3| Node 2036: Label 3| Node 2037: Label 3| Node 2038: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 26| Triangle motifs attached to ? node: [['2034', '1336', '86'], ['1336', '1012', '1797'], ['1336', '1012', '695']]| Star motifs connected to ? node: [['1452', '1417', '1015', '1336'], ['86', '2034', '429', '2295', '1336']]| ```
           ",Label of Node = 4,4,0.09033203125
ego,1,9,430,4,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1889: Label 4| Node 1890: Label 4| Node 1891: Label 4| Node 2034: Label 4| Node 2130: Label 4| Node 2249: Label 4| Node 1261: Label 4| Node 430: Label ?| Node 2127: Label 4| Node 912: Label 4| Node 691: Label 4| Node 791: Label 3| Node 983: Label 4| Graph motif information: No of star motifs: 0| No of triangle motifs: 7| Triangle motifs attached to ? node: []| Star motifs connected to ? node: []| ```
           ",Label of Node = -1,-1,0.029052734375
