GroundTruth,Parsed Value,Prompt,Response
30,30,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 1 Attributes
Edgelist: Node 140411 is connected to Node 93595. Node 140411 is connected to Node 19605. Node 93595 is connected to Node 19605. 
Node to Label Mapping : 
Node 140411: Label 30| Node 93595: Label 30| Node 19605: Label ?| ```
            ""","""Label of Node 19605 = 30"""
37,37,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 2 Attributes
Edgelist: Node 23991 is connected to Node 133794. Node 23991 is connected to Node 26743. Node 23991 is connected to Node 59236. Node 23991 is connected to Node 87018. Node 133794 is connected to Node 59236. Node 59236 is connected to Node 26743. 
Node to Label Mapping : 
Node 23991: Label ?| Node 133794: Label 37| Node 59236: Label 37| Node 87018: Label 37| Node 26743: Label 37| ```
            ""","""Label of Node = 37"""
28,28,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 3 Attributes
Edgelist: Node 77083 is connected to Node 150421. 
Node to Label Mapping : 
Node 77083: Label 28| Node 150421: Label ?| ```
            ""","""Label of Node = 28"""
31,31,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 4 Attributes
Edgelist: Node 135107 is connected to Node 69686. 
Node to Label Mapping : 
Node 135107: Label 31| Node 69686: Label ?| ```
            ""","""Label of Node = 31"""
21,?,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 5 Attributes
Edgelist: 
Node to Label Mapping : 
Node 161822: Label ?| ```
            ""","""Label of Node 161822 = ?"""
24,4,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 6 Attributes
Edgelist: Node 640 is connected to Node 157880. Node 640 is connected to Node 168479. Node 640 is connected to Node 164567. Node 640 is connected to Node 13596. Node 640 is connected to Node 163274. Node 49921 is connected to Node 168479. Node 49921 is connected to Node 163274. Node 158210 is connected to Node 168479. Node 158210 is connected to Node 163274. Node 158210 is connected to Node 37878. Node 158210 is connected to Node 111018. Node 158210 is connected to Node 87263. Node 158210 is connected to Node 47740. Node 7176 is connected to Node 157880. Node 7176 is connected to Node 168479. Node 7176 is connected to Node 163274. Node 7176 is connected to Node 16891. Node 30984 is connected to Node 157880. Node 30984 is connected to Node 168479. Node 30984 is connected to Node 119519. Node 30984 is connected to Node 46987. Node 30984 is connected to Node 163274. Node 46987 is connected to Node 157880. Node 46987 is connected to Node 168479. Node 46987 is connected to Node 12248. Node 46987 is connected to Node 8816. Node 166159 is connected to Node 168479. Node 68881 is connected to Node 157880. Node 68881 is connected to Node 168479. Node 131602 is connected to Node 157880. Node 131602 is connected to Node 168479. Node 131602 is connected to Node 163274. Node 150803 is connected to Node 157880. Node 150803 is connected to Node 168479. Node 150803 is connected to Node 163274. Node 150803 is connected to Node 155495. Node 154132 is connected to Node 157880. Node 154132 is connected to Node 168479. Node 160914 is connected to Node 168479. Node 160914 is connected to Node 164567. Node 33559 is connected to Node 168479. Node 13596 is connected to Node 157880. Node 13596 is connected to Node 168479. Node 13596 is connected to Node 9025. Node 16415 is connected to Node 157880. Node 16415 is connected to Node 168479. Node 168479 is connected to Node 157880. Node 168479 is connected to Node 428. Node 168479 is connected to Node 82543. Node 168479 is connected to Node 131452. Node 168479 is connected to Node 74796. Node 168479 is connected to Node 119519. Node 168479 is connected to Node 34900. Node 168479 is connected to Node 164567. Node 168479 is connected to Node 130138. Node 168479 is connected to Node 163274. Node 168479 is connected to Node 33580. Node 168479 is connected to Node 128812. Node 168479 is connected to Node 23031. Node 168479 is connected to Node 12248. Node 168479 is connected to Node 114358. Node 168479 is connected to Node 57633. Node 168479 is connected to Node 83942. Node 168479 is connected to Node 72240. Node 168479 is connected to Node 25782. Node 168479 is connected to Node 72268. Node 168479 is connected to Node 73662. Node 168479 is connected to Node 155495. Node 168479 is connected to Node 15212. Node 168479 is connected to Node 82743. Node 168479 is connected to Node 159530. Node 168479 is connected to Node 101242. Node 168479 is connected to Node 53806. Node 168479 is connected to Node 74989. Node 168479 is connected to Node 139637. Node 168479 is connected to Node 134431. Node 168479 is connected to Node 37878. Node 168479 is connected to Node 55266. Node 168479 is connected to Node 97377. Node 168479 is connected to Node 84127. Node 168479 is connected to Node 159651. Node 168479 is connected to Node 164918. Node 168479 is connected to Node 133285. Node 168479 is connected to Node 16891. Node 168479 is connected to Node 100321. Node 168479 is connected to Node 8816. Node 168479 is connected to Node 159963. Node 168479 is connected to Node 165208. Node 168479 is connected to Node 66209. Node 168479 is connected to Node 28977. Node 168479 is connected to Node 111018. Node 168479 is connected to Node 153376. Node 168479 is connected to Node 29013. Node 168479 is connected to Node 160051. Node 168479 is connected to Node 87263. Node 168479 is connected to Node 18523. Node 168479 is connected to Node 47740. Node 168479 is connected to Node 22453. Node 168479 is connected to Node 71609. Node 168479 is connected to Node 85976. Node 168479 is connected to Node 84650. Node 168479 is connected to Node 9025. Node 168479 is connected to Node 105771. Node 168479 is connected to Node 64975. Node 66209 is connected to Node 163274. Node 66209 is connected to Node 114358. Node 84127 is connected to Node 114358. Node 134431 is connected to Node 157880. Node 134431 is connected to Node 163274. Node 133285 is connected to Node 163274. Node 153376 is connected to Node 157880. Node 153376 is connected to Node 163274. Node 159651 is connected to Node 163274. Node 105771 is connected to Node 157880. Node 105771 is connected to Node 163274. Node 72240 is connected to Node 163274. Node 28977 is connected to Node 157880. Node 28977 is connected to Node 164567. Node 28977 is connected to Node 163274. Node 111018 is connected to Node 157880. Node 111018 is connected to Node 163274. Node 111018 is connected to Node 155495. Node 128812 is connected to Node 157880. Node 160051 is connected to Node 163274. Node 22453 is connected to Node 163274. Node 22453 is connected to Node 114358. Node 22453 is connected to Node 101242. Node 25782 is connected to Node 163274. Node 82743 is connected to Node 157880. Node 82743 is connected to Node 119519. Node 82743 is connected to Node 164567. Node 114358 is connected to Node 157880. Node 114358 is connected to Node 131452. Node 114358 is connected to Node 163274. Node 114358 is connected to Node 74989. Node 71609 is connected to Node 157880. Node 157880 is connected to Node 131452. Node 157880 is connected to Node 34900. Node 157880 is connected to Node 12248. Node 157880 is connected to Node 73662. Node 157880 is connected to Node 155495. Node 157880 is connected to Node 139637. Node 157880 is connected to Node 37878. Node 157880 is connected to Node 8816. Node 157880 is connected to Node 18523. Node 157880 is connected to Node 47740. Node 157880 is connected to Node 64975. Node 73662 is connected to Node 163274. Node 9025 is connected to Node 131452. Node 9025 is connected to Node 163274. Node 163274 is connected to Node 131452. Node 163274 is connected to Node 119519. Node 163274 is connected to Node 23031. Node 163274 is connected to Node 72268. Node 163274 is connected to Node 159530. Node 163274 is connected to Node 101242. Node 163274 is connected to Node 74989. Node 163274 is connected to Node 139637. Node 163274 is connected to Node 97377. Node 163274 is connected to Node 16891. Node 163274 is connected to Node 8816. Node 163274 is connected to Node 159963. Node 163274 is connected to Node 18523. Node 163274 is connected to Node 47740. Node 163274 is connected to Node 64975. Node 72268 is connected to Node 64975. Node 164567 is connected to Node 37878. Node 55266 is connected to Node 101242. Node 83942 is connected to Node 15212. Node 37878 is connected to Node 131452. Node 23031 is connected to Node 101242. 
Node to Label Mapping : 
Node 640: Label 16| Node 49921: Label 24| Node 158210: Label 24| Node 7176: Label 24| Node 30984: Label 4| Node 46987: Label 24| Node 166159: Label 24| Node 68881: Label 16| Node 131602: Label 24| Node 150803: Label 16| Node 154132: Label 23| Node 160914: Label 16| Node 33559: Label 4| Node 13596: Label 4| Node 16415: Label 16| Node 168479: Label 24| Node 57633: Label 24| Node 66209: Label 24| Node 84127: Label 24| Node 134431: Label 24| Node 133285: Label 24| Node 153376: Label 24| Node 159651: Label 4| Node 84650: Label 4| Node 105771: Label 24| Node 428: Label 4| Node 33580: Label ?| Node 53806: Label 24| Node 74796: Label 24| Node 72240: Label 4| Node 28977: Label 27| Node 111018: Label 24| Node 128812: Label 16| Node 160051: Label 16| Node 22453: Label 24| Node 25782: Label 24| Node 82743: Label 4| Node 114358: Label 24| Node 71609: Label 16| Node 157880: Label 16| Node 164918: Label 10| Node 73662: Label 4| Node 9025: Label 16| Node 163274: Label 24| Node 72268: Label 24| Node 159530: Label 24| Node 64975: Label 24| Node 34900: Label 4| Node 29013: Label 24| Node 164567: Label 16| Node 12248: Label 24| Node 85976: Label 16| Node 130138: Label 4| Node 18523: Label 24| Node 159963: Label 24| Node 165208: Label 24| Node 87263: Label 24| Node 119519: Label 16| Node 97377: Label 24| Node 55266: Label 24| Node 100321: Label 4| Node 83942: Label 25| Node 155495: Label 4| Node 15212: Label 25| Node 74989: Label 4| Node 82543: Label 24| Node 8816: Label 16| Node 139637: Label 24| Node 37878: Label 24| Node 23031: Label 24| Node 131452: Label 16| Node 101242: Label 24| Node 16891: Label 4| Node 47740: Label 24| ```
            ""","""Label of Node 33580 = 4"""
30,30,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 7 Attributes
Edgelist: Node 91379 is connected to Node 58332. 
Node to Label Mapping : 
Node 91379: Label 30| Node 58332: Label ?| ```
            ""","""Label of Node = 30"""
16,16,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 8 Attributes
Edgelist: Node 96616 is connected to Node 154987. Node 96616 is connected to Node 22940. 
Node to Label Mapping : 
Node 96616: Label 16| Node 154987: Label ?| Node 22940: Label 16| ```
            ""","""Label of Node 154987 = 16"""
30,30,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 9 Attributes
Edgelist: Node 124352 is connected to Node 10198. Node 25322 is connected to Node 137628. Node 25322 is connected to Node 10198. Node 5775 is connected to Node 10198. Node 18613 is connected to Node 10198. Node 142998 is connected to Node 137628. Node 142998 is connected to Node 10198. Node 10198 is connected to Node 137628. 
Node to Label Mapping : 
Node 124352: Label 30| Node 25322: Label 2| Node 5775: Label 10| Node 18613: Label 30| Node 142998: Label 30| Node 10198: Label 2| Node 137628: Label ?| ```
            ""","""Label of Node 137628 = 30"""
17,?,"""
            Task : Node Label Prediction (Predict the label of the node marked with a ?, in the format ""Label of Node = "" : <predicted label>) given the edge connectivity and label information in the text enclosed in triple backticks.
            ```Ego Graph 10 Attributes
Edgelist: 
Node to Label Mapping : 
Node 71040: Label ?| ```
            ""","""Label of Node 71040 = ?"""
