setting,run,graph_id,node_with_question_mark,ground_truth,prompt,response,parsed_response,token_limit_fraction
ff,2,0,1951,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1952: Label 3| Node 622: Label 3| Node 788: Label 3| Node 1002: Label 3| Node 1031: Label 3| Node 1951: Label ?| Node 2204: Label 3| Node 2205: Label 3| Node 2206: Label 3| Node 48: Label 3| Node 886: Label 3| Node 2521: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 6| Triangle motifs attached to ? node: [['1951', '1952', '2204'], ['1951', '1952', '622'], ['1951', '1952', '2206']]| Star motifs connected to ? node: [['2204', '2521', '1952', '1951'], ['2206', '1952', '48', '1951']]| ```
           ",Label of Node = 3,3,0.035888671875
ff,2,1,48,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1952: Label 3| Node 788: Label 3| Node 1951: Label 3| Node 2205: Label 3| Node 2206: Label 3| Node 48: Label ?| Graph motif information: No of star motifs: 0| No of triangle motifs: 2| Triangle motifs attached to ? node: []| Star motifs connected to ? node: []| ```
           ",Label of Node = -1,-1,0.021728515625
ff,2,2,158,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 417: Label 3| Node 2034: Label 4| Node 1701: Label 3| Node 158: Label ?| Node 1448: Label 1| Node 1002: Label 3| Node 141: Label 3| Node 14: Label 3| Node 1336: Label 4| Node 1812: Label 3| Node 2039: Label 3| Node 2041: Label 3| Node 2042: Label 3| Node 180: Label 3| Graph motif information: No of star motifs: 0| No of triangle motifs: 3| Triangle motifs attached to ? node: [['2034', '158', '14']]| Star motifs connected to ? node: []| ```
           ",Label of Node = 3,3,0.03125
ff,2,3,180,3,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1701: Label 3| Node 158: Label 3| Node 14: Label 3| Node 2034: Label 4| Node 180: Label ?| Graph motif information: No of star motifs: 0| No of triangle motifs: 1| Triangle motifs attached to ? node: []| Star motifs connected to ? node: []| ```
           ",Label of Node = -1,-1,0.0205078125
ff,2,4,1885,5,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1028: Label 5| Node 661: Label 5| Node 935: Label 5| Node 344: Label 5| Node 830: Label 6| Node 1045: Label 1| Node 1879: Label 5| Node 1882: Label 5| Node 1884: Label 5| Node 1885: Label ?| Graph motif information: No of star motifs: 0| No of triangle motifs: 1| Triangle motifs attached to ? node: [['1884', '1885', '661']]| Star motifs connected to ? node: [['661', '1884', '1028', '1879', '1882', '344', '830', '1045', '935', '1885']]| ```
           ",Label of Node = 5,5,0.0313720703125
ff,2,5,924,4,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 808: Label 4| Node 638: Label 4| Node 924: Label ?| Node 2383: Label 4| Node 1773: Label 1| Graph motif information: No of star motifs: 0| No of triangle motifs: 2| Triangle motifs attached to ? node: [['808', '638', '924'], ['808', '924', '2383']]| Star motifs connected to ? node: [['808', '638', '2383', '924'], ['638', '1773', '808', '924']]| ```
           ",Label of Node = 4,4,0.0257568359375
ff,2,6,1773,1,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 2080: Label 1| Node 306: Label 1| Node 487: Label 1| Node 655: Label 1| Node 1571: Label 1| Node 1045: Label 1| Node 1773: Label ?| Node 2026: Label 1| Node 808: Label 4| Node 638: Label 4| Node 924: Label 4| Node 1789: Label 1| Node 109: Label 1| Node 1618: Label 4| Node 1015: Label 4| Node 661: Label 5| Graph motif information: No of star motifs: 0| No of triangle motifs: 7| Triangle motifs attached to ? node: []| Star motifs connected to ? node: [['1773', '487', '638', '1045', '1789']]| ```
           ",Label of Node = 4,4,0.0340576171875
ff,2,7,109,1,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 2080: Label 1| Node 306: Label 1| Node 487: Label 1| Node 655: Label 1| Node 1571: Label 1| Node 1045: Label 1| Node 1773: Label 1| Node 109: Label ?| Node 1789: Label 1| Node 1618: Label 4| Node 1015: Label 4| Node 661: Label 5| Graph motif information: No of star motifs: 0| No of triangle motifs: 6| Triangle motifs attached to ? node: [['306', '1045', '109']]| Star motifs connected to ? node: [['1045', '1773', '306', '661', '1571', '109']]| ```
           ",Label of Node = 1,1,0.031494140625
ff,2,8,563,1,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 1856: Label 1| Node 306: Label 1| Node 1701: Label 3| Node 2045: Label 1| Node 1248: Label 1| Node 2048: Label 1| Node 2046: Label 1| Node 215: Label 3| Node 318: Label 1| Node 563: Label ?| Node 1337: Label 1| Node 133: Label 1| Node 109: Label 1| Node 1789: Label 1| Node 2026: Label 1| Node 139: Label 1| Node 1045: Label 1| Node 1791: Label 1| Graph motif information: No of star motifs: 0| No of triangle motifs: 18| Triangle motifs attached to ? node: [['1701', '563', '318'], ['1701', '563', '1337'], ['109', '563', '2045'], ['109', '563', '318'], ['109', '563', '1337'], ['109', '2045', '318'], ['109', '2045', '1337'], ['563', '2045', '318'], ['563', '2045', '1337']]| Star motifs connected to ? node: [['1701', '1856', '318', '215', '1337', '563']]| ```
           ",Label of Node = 1,1,0.0478515625
ff,2,9,2026,1,"Task : Node Label Prediction (Predict the label of the node marked with a ?), given the node label mapping and graph motif information enclosed in triple backticks ```. Response should be in the format ""Label of Node = <predicted label>"". If the predicted label cannot be determined, return ""Label of Node = -1"".  
           ```Node to Label Mapping : 
Node 655: Label 1| Node 487: Label 1| Node 2026: Label ?| Node 1773: Label 1| Graph motif information: No of star motifs: 1| No of triangle motifs: 0| Triangle motifs attached to ? node: []| Star motifs connected to ? node: [['487', '1773', '655', '2026']]| ```
           ",Label of Node = 1,1,0.0211181640625
