graph_id,sample_size,no_nodes,no_edges,ques_node_id,label
0,23,23,32,1080,3
1,12,12,14,1693,0
2,44,44,87,2199,0
3,40,40,90,1940,3
4,37,37,85,776,4
5,26,26,28,1435,0
6,22,22,42,423,0
7,20,20,24,1503,3
8,63,63,97,1677,5
9,13,13,17,1835,6
10,12,12,18,1429,4
11,20,20,24,1503,3
12,36,36,50,1573,3
13,38,38,87,1935,3
14,12,12,14,2266,0
15,34,34,51,1918,6
16,62,62,97,1494,5
17,37,37,69,1692,3
18,66,66,82,2005,3
19,44,44,63,61,0
20,9,9,16,213,6
21,29,29,46,1020,3
22,63,63,97,1677,5
23,52,52,67,530,0
24,44,44,63,61,0
25,28,28,67,704,2
26,36,36,50,1573,3
27,52,52,67,530,0
28,22,22,43,40,3
29,20,20,30,2380,4
30,57,57,88,851,0
31,21,21,29,367,2
32,54,54,82,239,0
33,53,53,74,1002,3
34,42,42,82,1257,4
35,14,14,20,386,3
36,67,67,103,74,0
37,24,24,33,2217,6
38,57,57,101,1538,5
39,19,19,25,271,4
40,46,46,73,2014,3
41,55,55,88,384,1
42,33,33,52,693,0
43,17,17,29,1401,4
44,14,14,14,1522,4
45,38,38,69,1248,1
46,46,46,73,2014,3
47,19,19,36,828,4
48,38,38,53,845,3
49,21,21,32,330,4
