1688, 1639
1688, 2671
1194, 2670
428, 996
428, 1257
428, 2248
428, 2671
1071, 1135
1071, 1257
1071, 2248
1071, 2671
688, 492
688, 1257
177, 726
177, 1639
177, 2679
177, 2682
1206, 1257
1206, 2671
837, 2248
837, 2670
2248, 996
2248, 1135
2248, 1257
2248, 2249
2249, 1257
2249, 2518
2249, 2671
726, 2671
2518, 996
2518, 1135
2518, 1257
2518, 2538
996, 1135
996, 1257
1639, 2679
1257, 492
1257, 1135
1257, 2538
1257, 2671
1257, 2673
1257, 2677
1257, 2678
1257, 2679
2538, 492
492, 2673
492, 2678
2670, 2679
1135, 2671
1135, 2678
2671, 2673
2679, 2682
