1798, 306
1798, 487
1798, 1072
1798, 1782
1799, 306
1799, 1072
1799, 1465
1799, 1701
519, 109
519, 306
519, 1346
519, 2045
1802, 306
1802, 1072
1802, 2079
139, 103
139, 306
139, 910
139, 2045
1805, 109
1805, 306
1805, 426
1805, 556
1805, 1072
910, 306
153, 109
153, 236
153, 306
153, 2045
2079, 236
2084, 306
2084, 350
426, 109
426, 306
426, 487
426, 1772
426, 1782
1072, 236
1072, 306
306, 103
306, 109
306, 236
306, 350
306, 487
306, 1346
306, 1640
306, 1772
306, 1782
306, 1787
306, 2045
1346, 109
350, 1640
350, 1782
487, 1772
487, 1782
236, 109
236, 2045
109, 1772
109, 1787
109, 2045
1772, 1782
1772, 2045
1787, 2045
