133, 109
133, 452
133, 1623
133, 1670
133, 1777
133, 1784
133, 2045
133, 2082
1670, 308
1670, 519
1670, 1346
519, 109
519, 306
519, 1346
519, 2045
1798, 306
1798, 329
1798, 487
1798, 958
1798, 1072
1798, 1584
1798, 1656
1798, 1782
1656, 306
1656, 1367
1805, 109
1805, 306
1805, 426
1805, 1072
1551, 126
1551, 306
1572, 236
1572, 306
426, 109
426, 306
426, 487
426, 1772
426, 1777
426, 1782
2090, 306
2090, 350
1072, 236
1072, 306
1072, 958
1072, 1784
1584, 306
1584, 1367
306, 109
306, 126
306, 236
306, 308
306, 329
306, 350
306, 452
306, 487
306, 719
306, 958
306, 1346
306, 1367
306, 1640
306, 1772
306, 1782
306, 1787
306, 2045
306, 2046
308, 350
308, 2045
2046, 236
2046, 2045
1346, 109
452, 1623
719, 1623
1623, 126
1623, 350
1623, 1772
1623, 1777
1623, 1778
1623, 1782
1623, 1784
1367, 1778
350, 1640
350, 1778
350, 1782
487, 1772
487, 1782
236, 109
236, 126
236, 2045
109, 1772
109, 1787
109, 2045
1772, 1782
1772, 2045
1784, 2045
1787, 2045
2045, 126
